fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20230920 010939	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	350	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0324083434251875	0.318322012689245	742	148	21089	104153389.805097	20
20230920 011326	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	251	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.12656015201902	0.291601284245592	1024	1470	22480	101852713.643178	21
20230920 012938	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2140	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0201046014292039	0.298319052759912	392	1875	21427	105741188.905547	22
20230920 013237	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	199	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0201865779649891	0.177820425354543	9	512	23479	91815653.6731634	23
20230920 015426	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3264	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0215242497516227	0.378752009011483	557	3017	20366	104748296.851574	24
20230920 020225	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1117	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0305962890655309	0.897506249439969	459	1421	23224	104019334.332834	25
20230920 021950	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2122	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0201503241324943	0.42203117578109	619	1898	20333	104538031.484258	26
20230920 022226	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	501	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.299722986906401	0.998073005763793	828	20200	20473	102477311.844078	27
20230920 023443	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5321	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0202299594198634	0.0102844525587324	561	2085	22928	103665895.052474	28
20230920 024131	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	561	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0744666345983623	0.520147519401122	526	2107	19904	103895376.311844	29
20230920 024330	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	177	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0260092346478619	0.999707047084577	1023	22453	21040	91194722.6386807	30
20230920 024616	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	847	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.281838856713596	0.0271570000162732	1024	20895	22812	100722080.95952	31
20230920 030101	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2838	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0201810237634609	0.633162606833075	754	2163	19688	103972821.589205	32
20230920 030302	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	282	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.224872009659987	0.99945094663434	1024	19762	21848	104128863.568216	33
20230920 030711	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1210	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.127726410223431	0.0428002170883539	445	6660	19693	103940370.314843	34
20230920 032625	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3210	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0319119860670785	0.305644750573333	422	4443	23613	103853893.553223	35
20230920 033133	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	707	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.206073234827867	0.24459018658438	761	7168	23679	101419191.904048	36
20230920 033632	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1868	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.294165427265804	0.801838251696976	9	49999	22075	99775899.5502249	37
20230920 034706	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1366	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0334560954145387	0.353285090221012	460	2619	21278	104874425.787106	38
20230920 035059	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	397	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.132372338926086	0.228395567824017	415	3369	21330	102857916.041979	39
20230920 035709	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	457	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.217705652029585	0.617336103590933	744	100	21108	103312761.61919	40
20230920 041010	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2264	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.209303537527935	0.398558427288239	1024	50000	23013	99575752.6236882	41
20230920 041147	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	401	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.136785983841707	0.0119186453730072	9	49994	21700	88173883.0584708	42
20230920 041604	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1490	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.299011805094469	0.999241106718979	531	47711	22930	100946131.934033	43
20230920 041925	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	752	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.265333969544223	0.612972171733174	1024	19329	20058	102155475.262369	44
20230920 042140	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	403	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.236940561326476	0.998561763796599	925	21595	22270	104347241.37931	45
20230920 042348	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	332	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0212296593468975	0.999733302029152	1023	47952	21798	89839343.3283358	46
20230920 042458	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	136	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.158839719967694	0.0129859910995875	393	9412	22765	92985179.910045	47
20230920 042739	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	369	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.26829011095886	0.95704829126537	434	7012	19408	99916989.5052474	48
20230920 043153	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	573	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0977718744437895	0.192182775657682	687	5378	23772	104656473.763118	49
20230920 043801	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2340	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.217590300212697	0.999640442152367	406	48904	22508	99365235.3823088	50
20230920 045020	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1794	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0464245812459678	0.300898226572809	651	1927	22901	103418739.130435	51
20230920 045603	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	483	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.116473909417548	0.552428428685653	564	5687	21280	103357481.25937	52
20230920 045724	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	96	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.178031989045763	0.0101571099396271	734	104	22584	96889679.1604198	53
20230920 050151	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	46	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.117251363853235	0.987225444066698	785	109	21734	101633262.368816	54
20230920 051637	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2329	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0200615620436851	0.280569759223337	608	2794	22448	105201367.316342	55
20230920 051912	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	190	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.237383414468839	0.727455097298085	911	2661	20779	101818502.248876	56
20230920 052416	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	696	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.293774160817385	0.330510024119748	8	7184	19970	103050899.550225	57
20230920 052747	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	265	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.245749033131165	0.336716942142642	310	6293	21301	101654781.109445	58
20230920 053136	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1317	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.117530479211205	0.0167281078011812	880	5496	21132	103818032.983508	59
20230920 053532	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	334	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.299994267066598	0.470461937148144	8	11881	22261	101704916.041979	60
20230920 053807	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	535	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.281287424395699	0.997836753465454	141	21943	21002	103588842.578711	61
20230920 054058	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	615	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.279132069538703	0.998168723903898	569	22287	22724	102884071.964018	62
20230920 054357	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	761	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.243336487850764	0.983363124018165	8	18895	23034	103285346.326837	63
20230920 054849	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	601	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.292430776213812	0.350549194088354	9	19908	24301	102313551.724138	64
20230920 055631	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1054	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.298199662676317	0.854095626525011	733	107	20068	103335070.464768	65
20230920 055927	1452	275138	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	53	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.256560979291527	0.994064910448662	382	106	22849	98828952.023988	66
