Feature	Gain	Cover	Frequency
rf_009_015	0.0764660005166565	0.00111952443670091	0.00166584369285532
rf_018_027	0.0635742591067351	0.00232960950277512	0.00270224807505521
ctrx_quarter_normalizado	0.0274642369770685	0.00351786415202104	0.0006023083058858
rf_004_022	0.0243414468674204	0.000962941549562177	0.00249062623785209
rf_003_021	0.0185475323746781	0.00118861282386836	0.00111779739650878
rf_008_022	0.0176789084093706	0.000714380761488965	0.00213249697489297
rf_017_021	0.0162215699523142	0.00263155855059639	0.000759668133549658
mcuentas_saldo_rank	0.0139636197357565	0.00561846556866787	0.00174181050621029
ctarjeta_visa_delta2	0.0123231871594443	0.000302071113849303	7.05406124010397e-05
mpasivos_margen_rank	0.0109704180640495	0.00299167652838332	0.00230070920446468
mpayroll_rank	0.00946178181103667	0.00189155311373174	0.000379834066774829
cdescubierto_preacordado_tend6	0.00845296300422417	0.00142983294687141	0.00023875284197275
mprestamos_personales_rank	0.0082546322748345	0.00496654960792667	0.00124802621940301
cdescubierto_preacordado_delta2	0.00817250156600073	0.00188528237727356	0.000352703062005198
vm_status06	0.00800796002060736	0.000160722118067116	0.000222474239110971
foto_mes	0.00776994427282187	0.00377976361686681	0.0023875284197275
ctrx_quarter	0.00670007823065499	0.0015047751422531	0.00050463668871513
Master_status	0.00640813254748063	0.000300124622051269	0.000249605243880602
rf_013_026	0.00590680250394589	0.000921401280351327	0.00124802621940301
cdescubierto_preacordado	0.00590107832832777	0.00176736794359689	0.00152476246805324
rf_010_015	0.00564992740475237	0.00125136242103466	0.00136740264038938
rf_016_022	0.00508321108416325	0.0015665889849685	0.000423243674406238
ccomisiones_mantenimiento_tend6	0.00504151313774196	0.00365757898748534	0.000689127521148618
mcomisiones_mantenimiento_rank_tend6	0.00479860280396241	0.00374889881868281	0.00171467950144066
rf_009_026	0.00419074252227949	0.00142968775868569	0.000775946736411436
rf_006_019	0.00395299635848568	0.000886030797862893	0.00364640704103836
mprestamos_personales_rank_delta2	0.00382689646498429	0.00454038530198933	0.000857339750720328
thomebanking	0.00369886037132573	0.00157995545209461	0.00472622103086966
mtarjeta_visa_consumo_rank	0.00353986106807081	0.000729731394212622	0.000705406124010397
mrentabilidad_annual_rank_delta1	0.00352563383170452	0.00210304423248892	0.00652229354661921
mcuentas_saldo_rank_tend6	0.00342023356796266	0.00237142840492715	0.00282705069699551
mcuentas_saldo_rank_delta2	0.00332636406415236	0.00199214398193353	0.00450917299271261
mprestamos_personales_rank_delta1	0.00325650313157425	0.00501487203633578	0.000862765951674254
mrentabilidad_annual_rank_delta2	0.00314058545654719	0.0022851615310597	0.00626726210178468
