Feature	Gain	Cover	Frequency
ctrx_quarter	0.294962543667214	0.0434192163346612	0.0398618957940992
mcuentas_saldo	0.146446142126288	0.0342416692120961	0.0351537978656623
cpayroll_trx	0.0608038561905075	0.0204104127173007	0.00470809792843691
mpasivos_margen	0.0392573006300905	0.029481492827601	0.0329566854990584
mpayroll	0.0223811605850708	0.0306628362892371	0.0116133082234777
mtarjeta_visa_consumo	0.0171488845101356	0.0183629432730418	0.0241682360326428
mrentabilidad_annual	0.0151332459092314	0.0183301871813121	0.0244821092278719
chomebanking_transacciones	0.0151144745263981	0.0258057645618281	0.0238543628374137
mcaja_ahorro	0.0145601506883776	0.0203655333745394	0.0329566854990584
cliente_edad	0.0143761586498511	0.0299655162154764	0.032015065913371
Visa_mpagominimo	0.0140253726922503	0.0179593529929723	0.0204017576898933
mcomisiones	0.0115380969924807	0.0116343446676275	0.0216572504708098
mrentabilidad	0.0113138505659544	0.0142272826951614	0.0210295040803515
mactivos_margen	0.0112690579065282	0.013903283630465	0.019774011299435
Master_fechaalta	0.0109975549971805	0.017884735419048	0.0273069679849341
Visa_fechaalta	0.0106225524888901	0.0123338536617133	0.0229127432517263
mtransferencias_recibidas	0.0105620322262068	0.0180241139493377	0.0138104205900816
Master_Fvencimiento	0.0103382851178086	0.0142739494403183	0.0279347143753923
mprestamos_personales	0.0101622395183546	0.0146624374653634	0.00847457627118644
Visa_mpagospesos	0.00948652692381116	0.0146480087242852	0.0213433772755807
mcomisiones_mantenimiento	0.00947593878087203	0.0164392967773536	0.017263025737602
numero_de_cliente	0.00930994966714936	0.0166047869252499	0.0219711236660389
Visa_msaldototal	0.00860996438990934	0.00431011364213766	0.00941619585687382
mcuenta_corriente	0.00843189972276606	0.0141206084478362	0.0169491525423729
Visa_Fvencimiento	0.00822255536255975	0.0118451156762145	0.0188323917137476
Master_mfinanciacion_limite	0.00806698589759743	0.0115544555518551	0.0194601381042059
Visa_mconsumospesos	0.00792909633379996	0.0127743447347199	0.0229127432517263
ctarjeta_visa_transacciones	0.00768101973973689	0.0190027815219325	0.0204017576898933
cliente_antiguedad	0.00711444079169481	0.00843771795704621	0.0169491525423729
Visa_status	0.00702299402359507	0.0106982120911736	0.00408035153797866
Visa_msaldopesos	0.00686510408330298	0.0115376695119652	0.0141242937853107
mcomisiones_otras	0.00566804155640016	0.00753856388667698	0.0163214061519146
Master_status	0.00557680445057953	0.0193560136823322	0.0034526051475204
mautoservicio	0.00557464063024864	0.0123756244785691	0.0178907721280603
Master_mpagospesos	0.00548850838367093	0.0176360015378396	0.0116133082234777
ccomisiones_mantenimiento	0.00525630748953872	0.0122824205101679	0.00816070307595731
mtransferencias_emitidas	0.00493451689617811	0.0111420577817199	0.0141242937853107
ccomisiones_otras	0.00483732370582084	0.00676226135053302	0.0106716886377903
Visa_mfinanciacion_limite	0.00467648734062163	0.00919280480388485	0.0131826741996234
mcuenta_debitos_automaticos	0.00458080471017435	0.0140706000373308	0.00878844946641557
