Feature	Gain	Cover	Frequency
rf_008_013	0.262204755648696	0.0166780007058005	0.0142574257425743
rf_018_027	0.0835320571448135	0.0123674501569569	0.00514851485148515
vm_status04	0.0580559298230372	0.00297483585368031	0.000792079207920792
rf_007_020	0.0528753250060105	0.00334090175560822	0.00198019801980198
rf_006_019	0.0318118523578246	0.00473915360465731	0.00554455445544554
cdescubierto_preacordado_tend6	0.0275622048127413	0.00265619730383777	0.000396039603960396
rf_017_021	0.0259938837345534	0.014166462366848	0.00277227722772277
mcuentas_saldo_rank	0.0222441669065994	0.0129760868451488	0.00475247524752475
mcomisiones_rank_lag1	0.0194124847826546	0.00238656720888659	0.00475247524752475
mprestamos_personales_rank	0.0190885570484174	0.0168535489740251	0.00554455445544554
vm_status04_tend6	0.0146082791238098	0.000760284987293962	0.000396039603960396
mcaja_ahorro_rank	0.0115975094501974	0.00568251596664966	0.00237623762376238
rf_013_026	0.011349021033571	0.00406503442121951	0.00198019801980198
foto_mes	0.0100334505071142	0.0109294806232813	0.00831683168316832
ccomisiones_mantenimiento_tend6	0.00900329578013279	0.00619570945560831	0.00158415841584158
rf_001_022	0.00893350468345147	0.000992593413230416	0.00396039603960396
rf_007_015	0.00816296891894196	0.00211518500363559	0.00356435643564356
mpasivos_margen_rank_lag1	0.00712133927137004	0.00343697166386911	0.00435643564356436
mcomisiones_mantenimiento_rank_tend6	0.00661502158463965	0.00545027059375562	0.00316831683168317
mrentabilidad_annual_rank_lag1	0.00596022240668467	0.00341659215628139	0.00435643564356436
rf_017_016	0.00564670894847647	0.00269252445441077	0.00237623762376238
mprestamos_personales_rank_tend6	0.00561779704361402	0.00760892016129572	0.00316831683168317
rf_009_026	0.00550687910217586	0.00717233516352177	0.00277227722772277
vm_status04_delta1	0.00539307847666211	0.000760284987293962	0.000396039603960396
cdescubierto_preacordado	0.00501653919812177	0.00630876164995956	0.00435643564356436
mpasivos_margen_rank	0.00476732898733392	0.00413973985694224	0.00594059405940594
cdescubierto_preacordado_delta1	0.00476632117885896	0.00147156151969656	0.000396039603960396
mpayroll_rank	0.00446542829631827	0.00646707255387676	0.00158415841584158
rf_003_025	0.00443986041605453	0.000760284987293962	0.000396039603960396
cproductos_delta1	0.00434157042496908	0.00147156151969656	0.000396039603960396
ctarjeta_master_delta2	0.00429402088326425	0.0018053528620503	0.000792079207920792
cdescubierto_preacordado_delta2	0.00410842773852454	0.00530111384517807	0.00118811881188119
mtarjeta_visa_consumo_rank	0.0040950023142786	0.00693037580069936	0.00475247524752475
mprestamos_personales_rank_lag1	0.00400559754893999	0.00420983477777568	0.00356435643564356
rf_016_022	0.00393614714253197	0.00393897228245003	0.000792079207920792
mcomisiones_otras_rank_lag1	0.00381724279886264	0.00398690405887471	0.00514851485148515
mprestamos_personales_rank_delta2	0.00360996265165387	0.0105806453982169	0.00356435643564356
mprestamos_personales_rank_lag2	0.00350395942289917	0.00324591330255964	0.00277227722772277
mcuentas_saldo_rank_tend6	0.00345588221142507	0.00385396722778378	0.00475247524752475
rf_010_016	0.00339011313547871	0.000727670323430409	0.000396039603960396
Visa_delinquency	0.0033847293239812	0.00842878549692591	0.00277227722772277
Visa_msaldototal_rank	0.00331486785069495	0.00371148454821092	0.00594059405940594
mpayroll_sobre_edad_rank	0.00312353482717821	0.00307030962408565	0.00118811881188119
rf_010_019	0.00308480525814678	0.00174973530189492	0.00237623762376238
tcallcenter_delta2	0.00306268143989215	0.00221653703722241	0.000792079207920792
mprestamos_personales_rank_delta1	0.00305814516348303	0.00886975745789332	0.00316831683168317
ctrx_quarter_delta2	0.00304206638029088	0.00343239649689754	0.00316831683168317
rf_003_018	0.00300836991648369	0.00122054735784375	0.00237623762376238
thomebanking	0.00297218846798899	0.00517468580769276	0.0114851485148515
mcuentas_saldo_rank_delta2	0.00295295140943852	0.00649242274297484	0.00673267326732673
Visa_mpagominimo_rank	0.00295214674972921	0.00299184202349885	0.00514851485148515
vm_mpagominimo_rank	0.00275602578453212	0.00349650615544722	0.00396039603960396
mcuenta_debitos_automaticos_rank	0.00265596852557841	0.0132755266989252	0.00435643564356436
internet	0.00254897126046833	0.0163875631068525	0.00277227722772277
mpasivos_margen_rank_delta1	0.00252905490396178	0.000510512779306898	0.00158415841584158
mactivos_margen_rank	0.0024488794591024	0.00995862617944704	0.00752475247524752
cproductos_tend6	0.00243627733995738	0.0078732690862701	0.00158415841584158
ctrx_quarter_delta1	0.00242386782391012	0.00534538281304794	0.00316831683168317
ctarjeta_visa_transacciones_delta2	0.00241744084404256	0.00590745674011487	0.00356435643564356
rf_007_018	0.00238163718322848	0.000401389935917034	0.000792079207920792
mcomisiones_rank_lag2	0.00225455925533486	0.00296863468249374	0.00673267326732673
ccaja_seguridad	0.0022004120753821	0.0106247892153511	0.00158415841584158
Visa_Finiciomora	0.00212145775056713	0.0015124800781763	0.000396039603960396
cliente_vip_delta1	0.00205042611182101	0.00654191173847733	0.00356435643564356
Visa_fechaalta_tend6	0.00195617503892779	0.000662750528820612	0.00158415841584158
Visa_msaldototal_rank_tend6	0.00195573224239521	0.000772925211599848	0.00237623762376238
