fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20230913 221425	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	38	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.210039854042882	0.648113759392765	415	34490	12684	63859904.047976	1
20230913 221731	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	86	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.101462577702877	0.571753134236561	478	41005	12256	63441535.2323838	2
20230913 222708	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1350	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.164713196618912	0.436822560173976	626	26362	12303	69135077.9610195	3
20230913 222901	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	124	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.057736334222522	0.696752096992146	97	33985	13118	63772776.6116941	4
20230913 223345	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	594	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.233969414455499	0.284040624643926	673	16512	11146	67259451.2743628	5
20230913 223602	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	148	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0217664614826031	0.809260890107984	955	11515	10909	64033239.88006	6
20230913 224637	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1503	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.155260791788866	0.452162932524927	991	20048	14124	66797775.1124438	7
20230913 225254	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2402	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.108843362814379	0.911012986931182	340	48686	14096	67618266.8665667	8
20230913 225508	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	199	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.179112183046605	0.814683904279053	154	5192	11635	68115389.8050974	9
20230913 225751	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	458	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0393694684657616	0.0773835994193013	13	15028	12078	67585010.4947526	10
20230913 230126	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	373	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.13006486897671	0.195112400565181	714	2595	12338	67337484.2578711	11
20230913 230953	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1270	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.229793907786285	0.352576062896742	252	46115	14014	67558659.6701649	12
20230913 231332	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	953	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.274257848924755	0.945928959423495	864	24423	12985	67320802.0989505	13
20230913 231840	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	749	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.256988819292438	0.223512239863466	294	8677	13399	65993944.5277361	14
20230913 231957	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	62	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.290106627194252	0.0625461552296999	785	38564	13634	64489244.3778111	15
20230913 232304	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	90	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0778121775388562	0.535183618039752	563	30323	12876	63041625.1874063	16
20230913 232954	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	861	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.180267569427148	0.401053606527838	549	25885	12548	69344065.9670165	17
20230913 233226	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	61	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.175112879964609	0.416825496043556	576	43753	11996	62517667.1664168	18
20230913 233530	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1146	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.178402612868811	0.0167471812776917	688	24916	11435	67240967.0164918	19
20230913 234304	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	904	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.190171074753529	0.515639277930885	715	25147	11794	66817640.17991	20
20230913 234850	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	766	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.251793351379301	0.331400234100218	216	23488	12211	67907989.5052474	21
20230913 235334	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	723	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.299859768010551	0.221931222265827	353	25511	11644	68671778.1109445	22
20230913 235631	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	243	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.299991332115624	0.25701169936554	341	25708	13215	69635659.6701649	23
20230914 000400	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1196	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.2999882569738	0.302350347564765	255	26011	12353	67324688.155922	24
20230914 000816	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	717	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.29993556110962	0.171075147354936	432	25426	12952	68519352.3238381	25
20230914 001205	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	524	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.299863631774874	0.210708092292273	452	25548	12802	67924074.9625187	26
20230914 001638	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1964	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.143142860734495	0.998731510403856	8	1143	10195	67977878.5607196	27
20230914 002112	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	737	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.270307711202925	0.197270247951109	8	19434	11550	68587541.2293853	28
20230914 002349	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	774	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.223725833941664	0.0312232170235732	315	20736	10927	67829674.6626687	29
20230914 003040	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1271	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.219167860922256	0.220467543538173	8	25837	11960	68932713.6431784	30
20230914 003656	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1217	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.151614726242126	0.185677957915338	8	25097	13969	68918007.4962519	31
20230914 004738	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	359	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.299096672409002	0.0108392939613528	8	23819	13750	64309400.2998501	32
20230914 005401	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1031	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.173309741667419	0.254795014666438	511	25547	12830	69620164.9175412	33
20230914 005950	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	901	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.172481093531683	0.256190251985986	503	25602	12518	69292476.7616192	34
20230914 010157	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	41	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.170626198604594	0.246629265334903	410	25404	12842	64149682.1589205	35
20230914 010807	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	867	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.299838739707872	0.318728446947705	538	25708	11590	67555517.2413793	36
20230914 011228	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	455	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.299989069582448	0.347158503850233	523	25675	11693	68290295.3523238	37
20230914 011712	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	455	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.299989069582448	0.347158503850233	523	25675	11693	68290295.3523238	38
20230914 012230	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	625	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.299232894288912	0.368670404064034	526	25748	11971	68085920.5397301	39
20230914 012749	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	625	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.299232894288912	0.368670404064034	526	25748	11971	68085920.5397301	40
20230914 013310	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	625	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.299232894288912	0.368670404064034	526	25748	11971	68085920.5397301	41
20230914 014140	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1263	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.296754816704216	0.367158903721491	516	25735	11915	64739497.7511244	42
20230914 014655	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	484	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.234012167135497	0.499536705632536	291	19511	12774	68045256.3718141	43
