fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20230914 015401	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	878	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.233048016978189	0.430712550340101	276	19392	13510	65928230.8845577	44
20230914 015953	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1193	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.26147687638074	0.156690329754632	519	25513	12104	67753787.1064468	45
20230914 020426	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	772	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.257564351615396	0.178666231438056	513	25564	11432	68859802.0989505	46
20230914 021237	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2190	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.254917655133973	0.111421621875015	533	25593	14831	66321572.7136432	47
20230914 021742	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	596	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.256999511182589	0.353414372912836	462	25449	11533	67692214.3928036	48
20230914 022142	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	352	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.255248684574622	0.356672534297579	460	25516	11802	70186743.6281859	49
20230914 022454	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	785	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.249821753518852	0.929892411025325	379	25370	12609	68841725.6371814	50
20230914 022717	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	456	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.245753053167999	0.998393200464491	358	25375	11302	68596728.6356822	51
20230914 023107	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1021	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.246676512303704	0.99912550163628	355	25463	13223	68184253.3733133	52
20230914 023705	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1829	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.238632976302834	0.9962800952092	353	25449	12776	66729331.3343328	53
20230914 023936	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	437	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.251489446318971	0.695773026521248	406	25388	12506	69181250.3748126	54
20230914 024359	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1238	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.251603282726737	0.760309612825215	399	25384	12562	66767073.4632684	55
20230914 024948	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	980	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.255051852113534	0.588240402632971	410	25401	14538	67079253.3733133	56
20230914 025632	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	786	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.244005360143336	0.489132035089734	425	25473	11723	67941584.7076462	57
20230914 030542	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1214	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.248689200797323	0.491117886446584	423	25480	11659	66743899.5502249	58
20230914 031907	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2047	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0720543175840803	0.549946423114124	8	2546	11069	68481875.5622189	59
20230914 032053	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	107	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.020440003115701	0.619925904408742	8	2607	11021	63503716.6416792	60
20230914 032659	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	709	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.265111217845357	0.442153044096943	457	25277	11412	68390086.9565217	61
20230914 033204	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	533	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.257576388657869	0.419474392381975	459	25284	12539	68769386.8065967	62
20230914 033647	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	470	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.235897470357902	0.400014420495905	462	25445	12460	68122908.5457271	63
20230914 034530	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1256	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.233576944199872	0.399857538846387	464	25447	12515	67997848.5757121	64
20230914 035150	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	803	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.233706341568115	0.382761168084659	463	25551	11412	68754584.7076462	65
20230914 035724	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	680	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.228940897710494	0.36359530866572	458	25634	11909	68673599.7001499	66
20230914 040247	1452	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	648	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.228774327747068	0.350257554563824	459	25697	13029	68889131.934033	67
