Feature	Gain	Cover	Frequency
ctrx_quarter	0.195301306800505	0.0373454967378637	0.0201356242459542
mcaja_ahorro	0.0990142666898694	0.0193909208287744	0.0219661355410409
mpayroll	0.0589210827709091	0.0652164942125835	0.0135624245954154
cpayroll_trx	0.0486987861736195	0.0412927190635916	0.0100678121229771
mcuentas_saldo	0.0456032812382615	0.0350191812404913	0.0255439530723468
mtarjeta_visa_consumo	0.0421381312400775	0.0230175710670529	0.0146440903606939
mpasivos_margen	0.0388902775561305	0.0241981113441761	0.0237966468361276
mcuenta_corriente	0.0328380214645566	0.00835869893842246	0.0204268419519907
ctarjeta_visa_transacciones	0.0263272180347272	0.0246441478162996	0.0165162041852145
mrentabilidad_annual	0.0204090158050335	0.0142645765147488	0.0345300994300453
Visa_mpagominimo	0.0169507433082964	0.0184040602623709	0.0209260723051962
cdescubierto_preacordado	0.0151238876118337	0.00849325524986522	0.00848691600449307
mactivos_margen	0.0134878320079221	0.0105457617608985	0.0235470316595249
mprestamos_personales	0.0123591325641207	0.0225633094900653	0.0187627407746391
chomebanking_transacciones	0.0120317119942517	0.0241418083504994	0.0276240795440363
mtransferencias_recibidas	0.0115833944804445	0.012105609395537	0.0157257561259725
Visa_mpagospesos	0.0110418056003696	0.00858849407222951	0.0208428672463286
cliente_edad	0.0107235856581405	0.0114079261150248	0.0240462620127304
Visa_msaldototal	0.0104341564332099	0.00609914813416933	0.0121479385946666
Master_fechaalta	0.0102320202420203	0.0161002481732137	0.0254607480134792
mcomisiones_mantenimiento	0.00968217822295562	0.0263615613557754	0.0200524191870866
Visa_status	0.00958642911672644	0.00968318825389561	0.00611557182676707
Visa_msaldopesos	0.00911014880085944	0.00630722743861862	0.0117319133003287
Visa_Fvencimiento	0.00862539365032449	0.0100312560615372	0.0203436368931231
Master_Fvencimiento	0.00846657541528165	0.00596178112035661	0.0214253026584016
Visa_fechaalta	0.00825992717421716	0.00453608064428427	0.018180305362566
mrentabilidad	0.00805440353332556	0.00804935348840241	0.0182635104214336
numero_de_cliente	0.0075780380922188	0.0131154342735938	0.0206764571285934
mcuenta_debitos_automaticos	0.00720253960442694	0.0175302487975033	0.0139784498897533
Master_status	0.00621133688635248	0.0156846394140307	0.00698922494487665
Master_mfinanciacion_limite	0.0059599991007787	0.00510931999650638	0.0151433207138994
Visa_mconsumospesos	0.00551609496750158	0.0036434594675266	0.0143528726546574
cprestamos_personales	0.00548598922247931	0.0107919246269762	0.00890294129883097
cliente_antiguedad	0.00540664533292785	0.00371564664916513	0.0135624245954154
cproductos	0.00530688809613603	0.0125990526163791	0.0116071057120273
Visa_mfinanciacion_limite	0.00496669109565275	0.00324128806507091	0.0128967841244748
mcomisiones	0.00480983784327753	0.00592192348479276	0.0117319133003287
mautoservicio	0.00455061801823167	0.00608194268968488	0.00790448059242002
mcaja_ahorro_dolares	0.00451828525008833	0.00729511816463645	0.0123143487124017
ccajas_consultas	0.00437265606251254	0.0259207549247706	0.00923576153430129
ctarjeta_visa	0.00425264056102844	0.00520605635074327	0.00274576694263011
Visa_cconsumos	0.00411193819632194	0.00275087872089509	0.0101926197112784
internet	0.00405820004804615	0.0102745564746834	0.00869492865166202
tcallcenter	0.00405156658322881	0.00758758322838629	0.00823730082789034
tmobile_app	0.004025441697283	0.0181053269118628	0.00848691600449307
Master_msaldopesos	0.00399076452866237	0.0028550720075991	0.00790448059242002
mtransferencias_emitidas	0.00396343095261035	0.0125076805312798	0.0121479385946666
thomebanking	0.00392291618552749	0.00652226719358592	0.0075716603569497
ctarjeta_debito_transacciones	0.00384673716497977	0.00901447558457754	0.00865332612222823
ccajas_transacciones	0.00382782000127888	0.00481421403691642	0.0035778175313059
mcomisiones_otras	0.00369207697058838	0.00437102546287889	0.00973499188750676
ccallcenter_transacciones	0.00361014194814202	0.0100847677593045	0.0083621084161917
Master_mpagospesos	0.00360487949049824	0.00630483559235558	0.00844531347505928
Master_mconsumospesos	0.00355745097972729	0.00501753390691532	0.0075716603569497
Visa_mlimitecompra	0.00347414226613046	0.00271610881240598	0.00981819694637434
ccaja_ahorro	0.00333863427199035	0.011735981010222	0.0071972375920456
mextraccion_autoservicio	0.00329182015285832	0.00490518828957439	0.00707243000374423
Master_msaldototal	0.00326096195552021	0.00587501483522834	0.00736364770978076
ccaja_seguridad	0.00303013440508773	0.0164313531171277	0.0059907642384657
Visa_mconsumototal	0.00291966381257788	0.00238600006680027	0.00661480217997254
ccomisiones_mantenimiento	0.00290363870445715	0.0112716749726938	0.00644839206223738
ccomisiones_otras	0.00284213766166182	0.00309222865877557	0.00694762241544286
Master_mlimitecompra	0.00283843123168973	0.00414353646346745	0.0084037109456255
ctransferencias_recibidas	0.00282604263410982	0.00523382861299832	0.00736364770978076
Master_mpagominimo	0.00274228132747365	0.00318887606673493	0.00611557182676707
mttarjeta_visa_debitos_automaticos	0.00264373669678774	0.00172229102989454	0.00707243000374423
Visa_mconsumosdolares	0.00257380625632477	0.00729140344464578	0.00694762241544286
mtarjeta_master_consumo	0.00216044191560264	0.00176198371054369	0.00336980488413696
mpagomiscuentas	0.00195539607147467	0.00345605289518039	0.00544993135582643
cmobile_app_trx	0.00187131278169103	0.00423737640346694	0.00474268835545201
ctarjeta_visa_debitos_automaticos	0.00186372434241241	0.00196174734664642	0.0052003161792237
ctransferencias_emitidas	0.00183692027020393	0.0053720204013845	0.00578275159129675
ccuenta_debitos_automaticos	0.00170986024123122	0.00679421962853224	0.00528352123809128
cextraccion_autoservicio	0.00169525915310447	0.00247277443795377	0.0047842908848858
ccajas_otras	0.001568227520526	0.0175580469350391	0.00436826559054791
cpagomiscuentas	0.0015169505957753	0.0105467547247968	0.00515871364978991
Visa_msaldodolares	0.00146526629709063	0.00927384454706088	0.00470108582601822
Master_mconsumototal	0.00141445300145245	0.00298388238951341	0.00287057453093148
catm_trx	0.00115654645404704	0.000664799033106741	0.00253775429546116
Visa_fultimo_cierre	0.0010015295094361	0.000603783503926014	0.00266256188376253
matm	0.000981924443674978	0.00093355101926701	0.0027873694720639
ctarjeta_master_transacciones	0.000970311792372673	0.00136746007075055	0.00195531888338811
ctarjeta_debito	0.000959848446049226	0.0020567888699951	0.00328659982526938
Master_cconsumos	0.000934182598352864	0.000787341128262733	0.00253775429546116
Visa_Finiciomora	0.000918294271641764	0.00592537945197608	0.00237134417772601
cseguro_vida	0.000818106210940472	0.0069167746613286	0.00291217706036527
matm_other	0.000790392852970226	0.00357940844447452	0.00262095935432874
mplazo_fijo_dolares	0.000782495803591456	0.00388593510609938	0.00232974164829222
Visa_mpagado	0.000766551364249883	0.00174423488516378	0.00249615176602737
mcheques_depositados	0.000749709381443707	0.00988201391107166	0.0032033947664018
ctarjeta_master	0.000685142479883001	0.000132334271709553	0.00099846070641095
Master_fultimo_cierre	0.000677341946151007	0.000448281152727391	0.00212172900112327
catm_trx_other	0.000658737418108357	0.00214585158628869	0.00224653658942464
cplazo_fijo	0.000639591296922222	0.00253031297628558	0.00145608853018264
Master_madelantopesos	0.000636265243497534	8.04397789882949e-06	0.000124807588301369
mcaja_ahorro_adicional	0.000536189153507026	0.0030325263000922	0.00183051129508674
Master_mconsumosdolares	0.000533994101886334	0.000764873298558584	0.00128967841244748
mprestamos_prendarios	0.000528916797106769	0.0088819520998776	0.00245454923659359
ccajas_depositos	0.000524584408329118	0.00981067252767219	0.00245454923659359
minversion2	0.000505805424230991	0.0112394036460007	0.00262095935432874
Visa_mpagosdolares	0.000478831718165306	0.000902253250011673	0.00149769105961642
cseguro_auto	0.00043212233196656	0.00702209513994968	0.0019969214128219
Master_Finiciomora	0.000431784233146495	0.00290081465232536	0.00162249864791779
ccheques_emitidos	0.000361310522359932	0.00417506872745445	0.00137288347131506
active_quarter	0.000346378877428957	0.000591859851121818	0.000873653118109581
Master_mpagado	0.000333918062542551	0.00334328033570732	0.00137288347131506
Master_mpagosdolares	0.000300235423849284	0.00498567011589388	0.00128967841244748
