Feature	Gain	Cover	Frequency
rf_004_022	0.19111161162234	0.00536091181669465	0.00494612259318142
mcaja_ahorro_rank	0.0915928770137566	0.00553573932570851	0.00335629747394453
rf_018_027	0.060334032002021	0.00251997643631386	0.003003003003003
mpayroll_sobre_edad_rank	0.032446247032043	0.00174461745825369	0.000883236177353824
mtarjeta_visa_consumo_rank_lag1	0.0301673708055967	0.000910190014667127	0.000883236177353824
rf_007_026	0.0263863763131876	0.00172767423327771	0.00194311959017841
rf_006_019	0.0260250646277642	0.00234085103521878	0.0035329447094153
mcuentas_saldo_rank	0.0253784327965883	0.0051023188721832	0.00362126832715068
vm_status01	0.0247589815678195	0.00220538051448851	0.00123653064829535
rf_020_025	0.0178118332115718	0.00236678506549648	0.0035329447094153
vm_status02_tend6	0.0146870435532508	0.0026426735721101	0.00123653064829535
rf_010_015	0.0127616044780492	0.00256878754545937	0.0020314432079138
foto_mes	0.0103281319255782	0.00924576855295785	0.00750750750750751
cpayroll_trx	0.0100838066390727	0.000683301979002514	0.000264970853206147
rf_016_022	0.00907361784552343	0.000550259014507346	0.000264970853206147
mtarjeta_visa_consumo_rank	0.0087089379240595	0.00123496646164982	0.000971559795089207
cdescubierto_preacordado	0.0086449240055779	0.00796731096233889	0.00406288641582759
ccomisiones_mantenimiento_tend6	0.00826813720149666	0.00336357473413005	0.0015015015015015
mprestamos_personales_rank	0.00716087870332716	0.00921296084442749	0.00406288641582759
cproductos_delta2	0.00715638198531977	0.000911069305336685	0.00035329447094153
Visa_mconsumospesos_rank	0.00645924770500799	0.00367927112742004	0.00538774068185833
ctrx_quarter_normalizado_delta2	0.00612983358422253	0.00321706767976184	0.00379791556262144
mautoservicio_rank	0.00599286510701838	0.0022163223672247	0.00123653064829535
mpasivos_margen_rank	0.00588365579909758	0.00367433375121551	0.00256138491432609
mprestamos_personales_rank_lag1	0.00578234757499657	0.00418009196582601	0.00211976682564918
mcuenta_corriente_rank_lag1	0.00561435128000065	0.00421451701041582	0.00273803214979686
cdescubierto_preacordado_delta2	0.00519135987498459	0.000683301979002514	0.000264970853206147
rf_017_021	0.00512150453367545	0.00136568198332238	0.000883236177353824
mv_status07_rank_tend6	0.00474925602855815	0.00159703166246386	0.00070658894188306
mrentabilidad_annual_rank_lag2	0.00429898555167974	0.0041132410406047	0.00582935877053524
mprestamos_personales_rank_delta2	0.00409311195656471	0.00312021920621711	0.00176647235470765
ctrx_quarter_tend6	0.00405064818090764	0.00115893381717737	0.00141317788376612
mcuenta_corriente_rank	0.0039601082745618	0.00416629959708868	0.00370959194488606
mpayroll_rank	0.00379731555110574	0.0027035968520233	0.00132485426603074
rf_007_015	0.00367279875957505	0.00109335642769194	0.00158982511923688
mcuentas_saldo_rank_delta2	0.00359787764160363	0.00437055889723434	0.00538774068185833
mpasivos_margen_rank_lag1	0.00343016910976823	0.00196267455964743	0.00211976682564918
mcuentas_saldo_rank_tend6	0.00342338316460761	0.00375268374956201	0.00406288641582759
mtarjeta_visa_consumo_rank_delta2	0.00341290420808336	0.00200728245761348	0.00167814873697227
cproductos_tend6	0.00338844011184277	0.00381875161716144	0.0015015015015015
mactivos_margen_rank	0.00323348793272989	0.00498768901486009	0.00388623918035683
Visa_mpagominimo_rank	0.00313195883404145	0.00634169342827529	0.00618265324147677
thomebanking	0.00295970069113995	0.00305916787426466	0.0050344462109168
ctrx_quarter_normalizado_tend6	0.00283677995293743	0.00270449942488182	0.00238473767885533
ctrx_quarter_normalizado_delta1	0.00273632882971358	0.00116190152019625	0.00070658894188306
mprestamos_personales_rank_lag2	0.00273026007132487	0.00418674368721063	0.00185479597244303
mrentabilidad_annual_rank	0.00260361052104204	0.00455931381168147	0.00459282812223989
ccomisiones_mantenimiento_delta2	0.00252596432201643	0.000455534652668343	0.000176647235470765
mcuenta_corriente_rank_delta2	0.00251144230022118	0.00222977559207623	0.00141317788376612
mcomisiones_mantenimiento_rank	0.0022778824718141	0.0023994934366873	0.00229641406111994
rf_003_018	0.00226151041145964	0.00170636792609143	0.00264970853206147
Visa_cconsumos_tend6	0.00214612724295492	0.00284446573629943	0.00476947535771065
mcuenta_debitos_automaticos_rank	0.00210159081235138	0.0017410816698243	0.000883236177353824
rf_011_026	0.00207236439471774	0.000231269743626065	0.00035329447094153
mtarjeta_visa_consumo_rank_delta1	0.00204494864631418	0.00186216379777998	0.00114820703055997
mttarjeta_visa_debitos_automaticos_rank_tend6	0.00204283400384598	0.00234771462452291	0.00141317788376612
rf_001_022	0.0020399749863768	0.00160906312164318	0.00273803214979686
ctarjeta_visa_transacciones_tend6	0.0020166447850667	0.0024296027395177	0.00158982511923688
rf_013_026	0.00201166664035623	0.00393581911966821	0.00229641406111994
ccaja_seguridad_lag2	0.00195960238136144	0.00113883663167086	0.000441618088676912
mrentabilidad_annual_rank_delta1	0.0018005883070027	0.0034104053050684	0.0050344462109168
