envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
155	6735000	6135000	7215000	6855000	7215000	6255000	
156	6804000	6132000	7332000	6852000	7332000	6372000	
157	6849000	6249000	7449000	6849000	7329000	6369000	
158	6894000	6366000	7446000	6846000	7446000	6366000	
159	6939000	6363000	7563000	6843000	7563000	6363000	
160	7008000	6480000	7680000	6960000	7560000	6360000	
161	7029000	6477000	7677000	6957000	7677000	6357000	
162	7074000	6474000	7674000	7074000	7674000	6474000	
163	7095000	6591000	7671000	7071000	7671000	6471000	
164	7164000	6708000	7788000	7068000	7668000	6588000	
165	7161000	6705000	7785000	7065000	7665000	6585000	
166	7182000	6702000	7902000	7062000	7662000	6582000	
167	7275000	6819000	8019000	7179000	7779000	6579000	
168	7320000	6936000	8016000	7296000	7776000	6576000	
169	7341000	6933000	8013000	7413000	7773000	6573000	
170	7410000	6930000	8130000	7410000	7890000	6690000	
171	7431000	6927000	8127000	7527000	7887000	6687000	
172	7476000	6924000	8244000	7644000	7884000	6684000	
173	7569000	6921000	8361000	7761000	8001000	6801000	
174	7590000	7038000	8358000	7758000	7998000	6798000	
175	7611000	7155000	8355000	7755000	7995000	6795000	
176	7632000	7152000	8352000	7752000	7992000	6912000	
177	7677000	7269000	8469000	7749000	7989000	6909000	
178	7746000	7386000	8586000	7746000	7986000	7026000	
179	7791000	7383000	8703000	7863000	7983000	7023000	
180	7860000	7380000	8700000	7980000	8100000	7140000	
181	7881000	7377000	8697000	8097000	8097000	7137000	
182	7950000	7494000	8694000	8214000	8094000	7254000	
183	8067000	7611000	8811000	8331000	8211000	7371000	
184	8088000	7608000	8808000	8328000	8208000	7488000	
185	8133000	7605000	8805000	8325000	8325000	7605000	
186	8202000	7722000	8922000	8322000	8442000	7602000	
187	8247000	7719000	9039000	8319000	8559000	7599000	
188	8292000	7716000	9036000	8436000	8676000	7596000	
189	8313000	7713000	9033000	8433000	8793000	7593000	
190	8334000	7710000	9030000	8430000	8790000	7710000	
191	8379000	7827000	9027000	8427000	8787000	7827000	
192	8424000	7824000	9144000	8424000	8904000	7824000	
193	8493000	7821000	9261000	8541000	8901000	7941000	
194	8538000	7818000	9258000	8658000	8898000	8058000	
195	8607000	7935000	9375000	8775000	8895000	8055000	
196	8676000	8052000	9372000	8892000	9012000	8052000	
197	8673000	8049000	9369000	8889000	9009000	8049000	
198	8718000	8046000	9366000	8886000	9126000	8166000	
199	8739000	8043000	9363000	9003000	9123000	8163000	
200	8784000	8160000	9360000	9e+06	9240000	8160000	
201	8781000	8157000	9357000	8997000	9237000	8157000	
202	8874000	8274000	9474000	9114000	9354000	8154000	
203	8895000	8271000	9471000	9231000	9351000	8151000	
204	8916000	8268000	9468000	9228000	9348000	8268000	
205	9009000	8385000	9465000	9345000	9465000	8385000	
206	9030000	8502000	9462000	9342000	9462000	8382000	
207	9051000	8619000	9459000	9339000	9459000	8379000	
208	9072000	8616000	9456000	9336000	9576000	8376000	
209	9117000	8733000	9573000	9333000	9573000	8373000	
210	9138000	8730000	9570000	9330000	9690000	8370000	
211	9135000	8727000	9567000	9327000	9687000	8367000	
212	9132000	8724000	9564000	9324000	9684000	8364000	
213	9129000	8721000	9561000	9321000	9681000	8361000	
214	9198000	8718000	9558000	9438000	9798000	8478000	
215	9195000	8715000	9555000	9435000	9795000	8475000	
216	9240000	8712000	9552000	9552000	9792000	8592000	
217	9261000	8709000	9669000	9549000	9789000	8589000	
218	9258000	8706000	9666000	9546000	9786000	8586000	
219	9303000	8823000	9663000	9543000	9903000	8583000	
220	9300000	8820000	9660000	9540000	9900000	8580000	
221	9345000	8817000	9777000	9537000	9897000	8697000	
222	9390000	8814000	9894000	9534000	9894000	8814000	
223	9411000	8811000	9891000	9531000	9891000	8931000	
224	9480000	8928000	10008000	9528000	10008000	8928000	
225	9501000	8925000	10005000	9525000	10125000	8925000	
226	9522000	8922000	10002000	9522000	10242000	8922000	
227	9567000	8919000	9999000	9639000	10359000	8919000	
228	9612000	9036000	9996000	9636000	10356000	9036000	
229	9633000	9033000	9993000	9633000	10473000	9033000	
230	9654000	9030000	9990000	9750000	10470000	9030000	
231	9699000	9027000	9987000	9747000	10587000	9147000	
232	9744000	9024000	9984000	9864000	10584000	9264000	
233	9789000	9021000	10101000	9861000	10581000	9381000	
234	9858000	9018000	10218000	9858000	10698000	9498000	
235	9903000	9015000	10215000	9975000	10695000	9615000	
236	9924000	9012000	10212000	9972000	10812000	9612000	
237	9969000	9009000	10329000	9969000	10809000	9729000	
238	9990000	9006000	10326000	9966000	10806000	9846000	
239	10059000	9123000	10443000	9963000	10803000	9963000	
240	10104000	9120000	10440000	10080000	10800000	10080000	
241	10149000	9117000	10437000	10197000	10917000	10077000	
242	10170000	9234000	10434000	10194000	10914000	10074000	
243	10215000	9231000	10431000	10311000	10911000	10191000	
244	10260000	9228000	10548000	10428000	10908000	10188000	
245	10329000	9345000	10665000	10425000	11025000	10185000	
246	10398000	9462000	10662000	10542000	11142000	10182000	
247	10443000	9459000	10659000	10659000	11259000	10179000	
248	10488000	9576000	10656000	10656000	11376000	10176000	
249	10557000	9573000	10653000	10773000	11493000	10293000	
250	10578000	9570000	10650000	10770000	11610000	10290000	
251	10671000	9687000	10767000	10887000	11607000	10407000	
252	10692000	9684000	10764000	10884000	11604000	10524000	
253	10737000	9681000	10761000	11001000	11601000	10641000	
254	10758000	9678000	10878000	10998000	11598000	10638000	
255	10803000	9795000	10995000	10995000	11595000	10635000	
256	10824000	9792000	10992000	10992000	11592000	10752000	
257	10821000	9789000	10989000	10989000	11589000	10749000	
258	10842000	9786000	10986000	10986000	11586000	10866000	
259	10911000	9903000	11103000	10983000	11703000	10863000	
260	10932000	9900000	11100000	11100000	11700000	10860000	
261	10977000	10017000	11097000	11097000	11697000	10977000	
262	11022000	10014000	11094000	11214000	11694000	11094000	
263	11091000	10131000	11211000	11211000	11691000	11211000	
264	11112000	10128000	11208000	11328000	11688000	11208000	
265	11133000	10125000	11205000	11325000	11805000	11205000	
266	11154000	10122000	11202000	11442000	11802000	11202000	
267	11175000	10119000	11199000	11439000	11799000	11319000	
268	11196000	10116000	11196000	11556000	11796000	11316000	
269	11217000	10113000	11193000	11673000	11793000	11313000	
270	11238000	10110000	11310000	11670000	11790000	11310000	
271	11283000	10227000	11307000	11667000	11787000	11427000	
272	11304000	10224000	11304000	11664000	11784000	11544000	
273	11349000	10341000	11301000	11661000	11781000	11661000	
274	11346000	10338000	11298000	11658000	11778000	11658000	
275	11367000	10335000	11295000	11655000	11895000	11655000	
276	11412000	10332000	11292000	11772000	11892000	11772000	
277	11481000	10329000	11289000	11889000	12009000	11889000	
278	11502000	10326000	11286000	12006000	12006000	11886000	
279	11547000	10323000	11283000	12123000	12123000	11883000	
280	11592000	10440000	11280000	12120000	12120000	1.2e+07	
281	11589000	10437000	11277000	12117000	12117000	11997000	
282	11658000	10554000	11274000	12234000	12114000	12114000	
283	11655000	10551000	11271000	12231000	12111000	12111000	
284	11676000	10548000	11268000	12228000	12228000	12108000	
285	11673000	10545000	11265000	12225000	12225000	12105000	
286	11670000	10542000	11262000	12222000	12222000	12102000	
287	11667000	10539000	11259000	12219000	12219000	12099000	
288	11664000	10536000	11256000	12216000	12216000	12096000	
289	11709000	10653000	11373000	12213000	12213000	12093000	
290	11778000	10770000	11490000	12210000	12330000	12090000	
291	11775000	10767000	11487000	12207000	12327000	12087000	
292	11772000	10764000	11484000	12204000	12324000	12084000	
293	11793000	10761000	11481000	12321000	12321000	12081000	
294	11790000	10758000	11478000	12318000	12318000	12078000	
295	11811000	10875000	11475000	12315000	12315000	12075000	
296	11832000	10992000	11472000	12312000	12312000	12072000	
297	11925000	11109000	11589000	12429000	12309000	12189000	
298	11946000	11106000	11586000	12426000	12306000	12306000	
299	11991000	11103000	11583000	12543000	12423000	12303000	
300	11988000	11100000	11580000	12540000	12420000	12300000	
301	12009000	11217000	11577000	12537000	12417000	12297000	
302	12054000	11334000	11574000	12654000	12414000	12294000	
303	12099000	11331000	11691000	12651000	12531000	12291000	
304	12144000	11448000	11808000	12648000	12528000	12288000	
305	12165000	11445000	11805000	12645000	12645000	12285000	
306	12234000	11562000	11922000	12642000	12642000	12402000	
307	12279000	11679000	11919000	12639000	12759000	12399000	
308	12300000	11676000	12036000	12636000	12756000	12396000	
309	12345000	11673000	12153000	12753000	12753000	12393000	
310	12366000	11670000	12150000	12750000	12750000	12510000	
311	12483000	11787000	12267000	12867000	12867000	12627000	
312	12480000	11784000	12264000	12864000	12864000	12624000	
313	12525000	11781000	12381000	12861000	12861000	12741000	
314	12618000	11898000	12498000	12978000	12978000	12738000	
315	12639000	11895000	12495000	12975000	12975000	12855000	
316	12636000	11892000	12492000	12972000	12972000	12852000	
317	12705000	11889000	12609000	13089000	13089000	12849000	
318	12774000	12006000	12726000	13206000	13086000	12846000	
319	12819000	12123000	12723000	13323000	13083000	12843000	
320	12888000	12120000	12720000	13440000	13200000	12960000	
321	12885000	12117000	12717000	13437000	13197000	12957000	
322	12906000	12114000	12714000	13554000	13194000	12954000	
323	12927000	12111000	12711000	13551000	13191000	13071000	
324	12924000	12108000	12708000	13548000	13188000	13068000	
325	12993000	12225000	12825000	13545000	13305000	13065000	
326	12990000	12222000	12822000	13542000	13302000	13062000	
327	13011000	12219000	12939000	13539000	13299000	13059000	
328	13008000	12216000	12936000	13536000	13296000	13056000	
329	13053000	12333000	13053000	13533000	13293000	13053000	
330	13074000	12330000	13050000	13530000	13410000	13050000	
331	13119000	12327000	13047000	13527000	13527000	13167000	
332	13188000	12444000	13164000	13524000	13524000	13284000	
333	13233000	12441000	13161000	13521000	13641000	13401000	
334	13326000	12438000	13278000	13638000	13758000	13518000	
335	13347000	12435000	13395000	13635000	13755000	13515000	
336	13368000	12432000	13392000	13632000	13872000	13512000	
337	13389000	12429000	13389000	13749000	13869000	13509000	
338	13410000	12426000	13386000	13746000	13986000	13506000	
339	13431000	12423000	13503000	13743000	13983000	13503000	
340	13452000	12420000	13500000	13860000	13980000	13500000	
341	13497000	12537000	13497000	13857000	14097000	13497000	
342	13518000	12534000	13494000	13974000	14094000	13494000	
343	13539000	12531000	13491000	13971000	14091000	13611000	
344	13584000	12528000	13608000	14088000	14088000	13608000	
345	13581000	12525000	13605000	14085000	14085000	13605000	
346	13578000	12522000	13602000	14082000	14082000	13602000	
347	13599000	12519000	13719000	14079000	14079000	13599000	
348	13620000	12516000	13836000	14076000	14076000	13596000	
349	13641000	12513000	13833000	14193000	14073000	13593000	
350	13686000	12630000	13830000	14310000	14070000	13590000	
351	13683000	12627000	13827000	14307000	14067000	13587000	
352	13752000	12624000	13944000	14424000	14064000	13704000	
353	13773000	12741000	13941000	14421000	14061000	13701000	
354	13770000	12738000	13938000	14418000	14058000	13698000	
355	13815000	12855000	13935000	14415000	14175000	13695000	
356	13812000	12852000	13932000	14412000	14172000	13692000	
357	13881000	12849000	14049000	14409000	14289000	13809000	
358	13926000	12846000	14046000	14526000	14406000	13806000	
359	13971000	12843000	14043000	14523000	14523000	13923000	
360	14016000	12960000	14040000	14520000	14520000	14040000	
361	14037000	12957000	14037000	14517000	14517000	14157000	
362	14082000	12954000	14154000	14634000	14514000	14154000	
363	14103000	12951000	14271000	14631000	14511000	14151000	
364	14172000	12948000	14388000	14628000	14628000	14268000	
365	14241000	13065000	14385000	14625000	14745000	14385000	
366	14238000	13062000	14382000	14622000	14742000	14382000	
367	14259000	13059000	14379000	14619000	14739000	14499000	
368	14280000	13056000	14376000	14736000	14736000	14496000	
369	14373000	13173000	14373000	14853000	14853000	14613000	
370	14394000	13170000	14370000	14850000	14970000	14610000	
371	14391000	13167000	14367000	14847000	14967000	14607000	
372	14388000	13164000	14364000	14844000	14964000	14604000	
373	14385000	13161000	14361000	14841000	14961000	14601000	
374	14382000	13158000	14358000	14838000	14958000	14598000	
375	14403000	13155000	14355000	14955000	14955000	14595000	
376	14448000	13272000	14352000	14952000	14952000	14712000	
377	14493000	13389000	14469000	14949000	14949000	14709000	
378	14538000	13386000	14586000	14946000	15066000	14706000	
379	14559000	13383000	14703000	14943000	15063000	14703000	
380	14604000	13380000	14820000	14940000	15180000	14700000	
381	14649000	13377000	14817000	14937000	15297000	14817000	
382	14670000	13374000	14814000	15054000	15294000	14814000	
383	14715000	13371000	14811000	15171000	15291000	14931000	
384	14736000	13488000	14808000	15168000	15288000	14928000	
385	14781000	13485000	14925000	15285000	15285000	14925000	
386	14826000	13602000	14922000	15282000	15282000	15042000	
387	14823000	13599000	14919000	15279000	15279000	15039000	
388	14868000	13596000	15036000	15396000	15276000	15036000	
389	14889000	13593000	15153000	15393000	15273000	15033000	
390	14910000	13590000	15150000	15390000	15270000	15150000	
391	14931000	13707000	15147000	15387000	15267000	15147000	
392	14952000	13704000	15264000	15384000	15264000	15144000	
393	15021000	13821000	15381000	15381000	15381000	15141000	
394	15018000	13818000	15378000	15378000	15378000	15138000	
395	15039000	13815000	15375000	15375000	15495000	15135000	
396	15084000	13812000	15372000	15492000	15612000	15132000	
397	15105000	13929000	15369000	15489000	15609000	15129000	
398	15126000	13926000	15366000	15486000	15606000	15246000	
399	15147000	13923000	15363000	15483000	15603000	15363000	
400	15192000	13920000	15360000	15600000	15600000	15480000	
401	15237000	13917000	15477000	15597000	15717000	15477000	
402	15234000	13914000	15474000	15594000	15714000	15474000	
403	15279000	13911000	15471000	15591000	15831000	15591000	
404	15348000	13908000	15588000	15588000	15948000	15708000	
405	15369000	14025000	15585000	15585000	15945000	15705000	
406	15414000	14022000	15702000	15702000	15942000	15702000	
407	15435000	14019000	15699000	15699000	16059000	15699000	
408	15456000	14016000	15696000	15696000	16056000	15816000	
409	15525000	14133000	15693000	15693000	16173000	15933000	
410	15546000	14130000	15690000	15690000	16290000	15930000	
411	15591000	14247000	15807000	15687000	16287000	15927000	
412	15612000	14244000	15924000	15684000	16284000	15924000	
413	15609000	14241000	15921000	15681000	16281000	15921000	
414	15606000	14238000	15918000	15678000	16278000	15918000	
415	15627000	14235000	15915000	15675000	16275000	16035000	
416	15672000	14232000	16032000	15792000	16272000	16032000	
417	15693000	14229000	16029000	15789000	16269000	16149000	
418	15738000	14346000	16026000	15786000	16386000	16146000	
419	15759000	14343000	16023000	15783000	16383000	16263000	
420	15780000	14340000	16020000	15780000	16380000	16380000	
421	15777000	14337000	16017000	15777000	16377000	16377000	
422	15774000	14334000	16014000	15774000	16374000	16374000	
423	15819000	14331000	16131000	15771000	16491000	16371000	
424	15840000	14328000	16128000	15768000	16488000	16488000	
425	15885000	14325000	16245000	15765000	16485000	16605000	
426	15906000	14442000	16242000	15762000	16482000	16602000	
427	15951000	14559000	16359000	15759000	16479000	16599000	
428	16020000	14556000	16476000	15876000	16596000	16596000	
429	16065000	14553000	16593000	15993000	16593000	16593000	
430	16062000	14550000	16590000	15990000	16590000	16590000	
431	16107000	14667000	16587000	15987000	16587000	16707000	
432	16128000	14664000	16584000	15984000	16584000	16824000	
433	16149000	14661000	16581000	15981000	16581000	16941000	
434	16194000	14658000	16698000	16098000	16578000	16938000	
435	16263000	14775000	16695000	16215000	16695000	16935000	
436	16308000	14772000	16812000	16212000	16812000	16932000	
437	16329000	14889000	16809000	16209000	16809000	16929000	
438	16374000	14886000	16806000	16326000	16806000	17046000	
439	16419000	14883000	16923000	16323000	16923000	17043000	
440	16440000	14880000	17040000	16320000	16920000	17040000	
441	16485000	14877000	17157000	16317000	16917000	17157000	
442	16506000	14874000	17154000	16314000	17034000	17154000	
443	16551000	14991000	17271000	16311000	17031000	17151000	
444	16548000	14988000	17268000	16308000	17028000	17148000	
445	16569000	14985000	17385000	16305000	17025000	17145000	
446	16638000	15102000	17382000	16422000	17022000	17262000	
447	16731000	15219000	17499000	16539000	17139000	17259000	
448	16728000	15216000	17496000	16536000	17136000	17256000	
449	16797000	15333000	17493000	16653000	17253000	17253000	
450	16794000	15330000	17490000	16650000	17250000	17250000	
451	16839000	15327000	17607000	16767000	17247000	17247000	
452	16860000	15324000	17604000	16764000	17244000	17364000	
453	16905000	15321000	17601000	16881000	17361000	17361000	
454	16974000	15318000	17598000	16998000	17478000	17478000	
455	16995000	15315000	17595000	16995000	17475000	17595000	
456	17040000	15312000	17712000	16992000	17472000	17712000	
457	17133000	15429000	17829000	17109000	17589000	17709000	
458	17202000	15546000	17946000	17106000	17586000	17826000	
459	17223000	15543000	17943000	17103000	17583000	17943000	
460	17244000	15540000	17940000	17100000	17580000	18060000	
461	17289000	15657000	17937000	17097000	17577000	18177000	
462	17334000	15654000	17934000	17214000	17574000	18294000	
463	17379000	15651000	17931000	17331000	17571000	18411000	
464	17400000	15648000	18048000	17328000	17568000	18408000	
465	17397000	15645000	18045000	17325000	17565000	18405000	
466	17394000	15642000	18042000	17322000	17562000	18402000	
467	17415000	15639000	18039000	17319000	17559000	18519000	
468	17484000	15756000	18156000	17436000	17556000	18516000	
469	17505000	15873000	18153000	17433000	17553000	18513000	
470	17526000	15870000	18270000	17430000	17550000	18510000	
471	17523000	15867000	18267000	17427000	17547000	18507000	
472	17592000	15984000	18384000	17424000	17664000	18504000	
473	17661000	15981000	18381000	17541000	17781000	18621000	
474	17706000	15978000	18498000	17658000	17778000	18618000	
475	17751000	15975000	18495000	17775000	17895000	18615000	
476	17772000	16092000	18492000	17772000	17892000	18612000	
477	17793000	16089000	18489000	17769000	17889000	18729000	
478	17814000	16206000	18486000	17766000	17886000	18726000	
479	17835000	16203000	18483000	17763000	17883000	18843000	
480	17832000	16200000	18480000	17760000	17880000	18840000	
481	17853000	16197000	18477000	17757000	17877000	18957000	
482	17874000	16194000	18474000	17754000	17874000	19074000	
483	17895000	16311000	18471000	17751000	17871000	19071000	
484	17988000	16428000	18588000	17748000	17988000	19188000	
485	18033000	16545000	18585000	17865000	17985000	19185000	
486	18078000	16662000	18582000	17862000	18102000	19182000	
487	18075000	16659000	18579000	17859000	18099000	19179000	
488	18096000	16656000	18576000	17856000	18216000	19176000	
489	18141000	16773000	18573000	17853000	18333000	19173000	
490	18186000	16770000	18690000	17850000	18450000	19170000	
491	18207000	16767000	18687000	17847000	18567000	19167000	
492	18252000	16764000	18684000	17964000	18684000	19164000	
493	18249000	16761000	18681000	17961000	18681000	19161000	
494	18270000	16878000	18678000	17958000	18678000	19158000	
495	18339000	16995000	18675000	17955000	18795000	19275000	
496	18360000	16992000	18672000	18072000	18792000	19272000	
497	18429000	17109000	18789000	18189000	18789000	19269000	
498	18426000	17106000	18786000	18186000	18786000	19266000	
499	18495000	17223000	18783000	18183000	18903000	19383000	
500	18540000	17340000	18780000	18300000	18900000	19380000	
501	18561000	17457000	18777000	18297000	18897000	19377000	
502	18606000	17454000	18894000	18414000	18894000	19374000	
503	18627000	17451000	18891000	18531000	18891000	19371000	
504	18672000	17568000	19008000	18528000	18888000	19368000	
505	18693000	17565000	19005000	18525000	19005000	19365000	
506	18714000	17562000	19122000	18522000	19002000	19362000	
507	18759000	17679000	19239000	18519000	18999000	19359000	
508	18780000	17676000	19236000	18636000	18996000	19356000	
509	18849000	17673000	19233000	18753000	19113000	19473000	
510	18870000	17670000	19350000	18750000	19110000	19470000	
511	18939000	17787000	19347000	18867000	19227000	19467000	
512	18984000	17784000	19344000	18984000	19344000	19464000	
513	18981000	17781000	19341000	18981000	19341000	19461000	
514	19026000	17778000	19458000	18978000	19458000	19458000	
515	19047000	17775000	19455000	18975000	19575000	19455000	
516	19092000	17772000	19572000	18972000	19572000	19572000	
517	19137000	17769000	19569000	18969000	19689000	19689000	
518	19158000	17766000	19686000	18966000	19686000	19686000	
519	19179000	17763000	19683000	19083000	19683000	19683000	
520	19176000	17760000	19680000	19080000	19680000	19680000	
521	19197000	17757000	19677000	19077000	19797000	19677000	
522	19218000	17754000	19674000	19074000	19794000	19794000	
