envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
75	2991000	3255000	2895000	2415000	2895000	3495000	
76	3084000	3372000	3012000	2412000	3012000	3612000	
77	3153000	3489000	3129000	2409000	3009000	3729000	
78	3174000	3486000	3126000	2406000	3126000	3726000	
79	3171000	3483000	3123000	2403000	3123000	3723000	
80	3192000	3600000	3120000	2400000	3120000	3720000	
81	3237000	3597000	3237000	2397000	3237000	3717000	
82	3258000	3594000	3234000	2394000	3354000	3714000	
83	3327000	3711000	3231000	2511000	3471000	3711000	
84	3396000	3828000	3228000	2628000	3468000	3828000	
85	3465000	3945000	3225000	2745000	3585000	3825000	
86	3510000	3942000	3222000	2742000	3702000	3942000	
87	3579000	4059000	3219000	2859000	3819000	3939000	
88	3600000	4056000	3336000	2856000	3816000	3936000	
89	3669000	4173000	3333000	2973000	3813000	4053000	
90	3714000	4170000	3450000	2970000	3810000	4170000	
91	3783000	4167000	3447000	3087000	3927000	4287000	
92	3804000	4164000	3444000	3084000	4044000	4284000	
93	3897000	4161000	3561000	3201000	4161000	4401000	
94	3942000	4278000	3678000	3198000	4158000	4398000	
95	4011000	4395000	3675000	3315000	4275000	4395000	
96	4080000	4392000	3672000	3432000	4392000	4512000	
97	4101000	4509000	3669000	3429000	4389000	4509000	
98	4122000	4506000	3786000	3426000	4386000	4506000	
99	4167000	4503000	3903000	3543000	4383000	4503000	
100	4236000	4620000	3900000	3660000	4380000	4620000	
101	4281000	4617000	3897000	3777000	4497000	4617000	
102	4374000	4734000	3894000	3894000	4614000	4734000	
103	4419000	4731000	3891000	3891000	4731000	4851000	
104	4488000	4728000	4008000	4008000	4848000	4848000	
105	4509000	4725000	4125000	4005000	4845000	4845000	
106	4578000	4722000	4242000	4122000	4842000	4962000	
107	4647000	4839000	4239000	4239000	4959000	4959000	
108	4716000	4956000	4356000	4356000	4956000	4956000	
109	4737000	4953000	4353000	4353000	5073000	4953000	
110	4806000	5070000	4470000	4350000	5190000	4950000	
111	4851000	5187000	4467000	4467000	5187000	4947000	
112	4920000	5304000	4464000	4584000	5304000	4944000	
113	4965000	5301000	4581000	4581000	5301000	5061000	
114	4986000	5298000	4578000	4578000	5418000	5058000	
115	5055000	5295000	4575000	4695000	5535000	5175000	
116	5076000	5292000	4572000	4692000	5532000	5292000	
117	5145000	5289000	4569000	4809000	5649000	5409000	
118	5190000	5406000	4686000	4806000	5646000	5406000	
119	5211000	5403000	4683000	4923000	5643000	5403000	
120	5208000	5400000	4680000	4920000	5640000	5400000	
121	5277000	5517000	4797000	5037000	5637000	5397000	
122	5322000	5514000	4914000	5034000	5754000	5394000	
123	5391000	5631000	5031000	5031000	5751000	5511000	
124	5412000	5628000	5148000	5028000	5748000	5508000	
125	5409000	5625000	5145000	5025000	5745000	5505000	
126	5478000	5622000	5142000	5142000	5862000	5622000	
127	5523000	5619000	5259000	5139000	5979000	5619000	
128	5616000	5736000	5376000	5256000	5976000	5736000	
129	5637000	5733000	5373000	5373000	5973000	5733000	
130	5706000	5730000	5370000	5490000	6090000	5850000	
131	5799000	5727000	5487000	5607000	6207000	5967000	
132	5820000	5724000	5604000	5604000	6204000	5964000	
133	5841000	5721000	5601000	5601000	6201000	6081000	
134	5886000	5838000	5598000	5598000	6198000	6198000	
135	5979000	5835000	5715000	5715000	6315000	6315000	
136	6072000	5952000	5832000	5712000	6432000	6432000	
137	6141000	5949000	5949000	5829000	6429000	6549000	
138	6186000	6066000	6066000	5826000	6426000	6546000	
139	6255000	6183000	6183000	5823000	6423000	6663000	
140	6276000	6300000	6180000	5820000	6420000	6660000	
141	6321000	6297000	6177000	5937000	6537000	6657000	
142	6390000	6414000	6294000	5934000	6534000	6774000	
143	6435000	6531000	6291000	5931000	6531000	6891000	
144	6456000	6528000	6408000	5928000	6528000	6888000	
145	6549000	6645000	6525000	6045000	6525000	7005000	
146	6618000	6762000	6522000	6042000	6642000	7122000	
147	6687000	6759000	6639000	6159000	6639000	7239000	
148	6684000	6756000	6636000	6156000	6636000	7236000	
149	6729000	6873000	6633000	6153000	6633000	7353000	
150	6798000	6870000	6750000	6270000	6750000	7350000	
151	6891000	6987000	6867000	6387000	6867000	7347000	
152	6960000	7104000	6864000	6384000	6984000	7464000	
153	6981000	7221000	6861000	6381000	6981000	7461000	
154	7002000	7218000	6858000	6378000	6978000	7578000	
155	7047000	7335000	6855000	6495000	6975000	7575000	
156	7068000	7332000	6852000	6492000	6972000	7692000	
157	7137000	7329000	6969000	6609000	6969000	7809000	
158	7206000	7326000	7086000	6726000	6966000	7926000	
159	7227000	7323000	7083000	6843000	6963000	7923000	
160	7296000	7320000	7080000	6960000	7080000	8040000	
161	7365000	7437000	7197000	6957000	7197000	8037000	
162	7386000	7434000	7194000	7074000	7194000	8034000	
163	7431000	7431000	7191000	7191000	7311000	8031000	
164	7548000	7548000	7308000	7308000	7428000	8148000	
165	7641000	7665000	7425000	7425000	7545000	8145000	
166	7710000	7662000	7542000	7542000	7542000	8262000	
167	7779000	7779000	7659000	7539000	7539000	8379000	
168	7872000	7896000	7656000	7656000	7656000	8496000	
169	7917000	7893000	7653000	7653000	7773000	8613000	
170	7962000	8010000	7650000	7650000	7890000	8610000	
171	8031000	8007000	7767000	7767000	8007000	8607000	
172	8076000	8004000	7764000	7764000	8124000	8724000	
173	8145000	8001000	7881000	7881000	8121000	8841000	
174	8166000	7998000	7878000	7878000	8238000	8838000	
175	8187000	8115000	7875000	7875000	8235000	8835000	
176	8232000	8232000	7872000	7992000	8232000	8832000	
177	8277000	8229000	7869000	8109000	8229000	8949000	
178	8346000	8346000	7986000	8106000	8226000	9066000	
179	8391000	8343000	8103000	8103000	8343000	9063000	
180	8508000	8460000	8220000	8220000	8460000	9180000	
181	8529000	8457000	8337000	8217000	8457000	9177000	
182	8574000	8574000	8334000	8214000	8574000	9174000	
183	8667000	8571000	8451000	8331000	8691000	9291000	
184	8688000	8568000	8448000	8448000	8688000	9288000	
185	8733000	8685000	8445000	8445000	8805000	9285000	
186	8754000	8802000	8442000	8442000	8802000	9282000	
187	8823000	8799000	8439000	8559000	8919000	9399000	
188	8892000	8796000	8436000	8676000	9036000	9516000	
189	8961000	8913000	8553000	8793000	9033000	9513000	
190	9006000	8910000	8550000	8910000	9030000	9630000	
191	9027000	8907000	8547000	8907000	9027000	9747000	
192	9072000	8904000	8664000	8904000	9024000	9864000	
193	9117000	9021000	8661000	9021000	9021000	9861000	
194	9162000	9018000	8778000	9138000	9018000	9858000	
195	9207000	9015000	8775000	9135000	9135000	9975000	
196	9276000	9012000	8892000	9252000	9252000	9972000	
197	9369000	9129000	9009000	9369000	9369000	9969000	
198	9438000	9126000	9126000	9486000	9366000	10086000	
199	9507000	9123000	9243000	9603000	9363000	10203000	
200	9576000	9240000	9360000	9600000	9360000	10320000	
201	9621000	9237000	9357000	9717000	9357000	10437000	
202	9642000	9234000	9354000	9834000	9354000	10434000	
203	9735000	9351000	9471000	9951000	9351000	10551000	
204	9756000	9348000	9468000	9948000	9468000	10548000	
205	9825000	9465000	9585000	10065000	9465000	10545000	
206	9870000	9582000	9582000	10062000	9462000	10662000	
207	9939000	9699000	9699000	10179000	9459000	10659000	
208	9984000	9816000	9696000	10296000	9456000	10656000	
209	10029000	9933000	9693000	10293000	9573000	10653000	
210	10050000	9930000	9810000	10290000	9570000	10650000	
211	10119000	10047000	9807000	10407000	9687000	10647000	
212	10164000	10044000	9924000	10404000	9684000	10764000	
213	10257000	10161000	9921000	10521000	9801000	10881000	
214	10302000	10158000	10038000	10518000	9798000	10998000	
215	10347000	10155000	10155000	10635000	9795000	10995000	
216	10344000	10152000	10152000	10632000	9792000	10992000	
217	10365000	10149000	10149000	10629000	9789000	11109000	
218	10410000	10266000	10146000	10746000	9786000	11106000	
219	10431000	10263000	10143000	10863000	9783000	11103000	
220	10476000	10380000	10140000	10860000	9900000	11100000	
221	10521000	10377000	10137000	10977000	10017000	11097000	
222	10590000	10374000	10254000	10974000	10134000	11214000	
223	10611000	10491000	10251000	10971000	10131000	11211000	
224	10704000	10488000	10368000	11088000	10248000	11328000	
225	10773000	10605000	10365000	11205000	10245000	11445000	
226	10794000	10602000	10362000	11202000	10362000	11442000	
227	10839000	10599000	10479000	11199000	10359000	11559000	
228	10884000	10596000	10476000	11196000	10476000	11676000	
229	10953000	10713000	10593000	11313000	10473000	11673000	
230	10998000	10710000	10590000	11430000	10470000	11790000	
231	11043000	10827000	10587000	11547000	10467000	11787000	
232	11064000	10824000	10584000	11544000	10584000	11784000	
233	11109000	10821000	10581000	11661000	10581000	11901000	
234	11178000	10818000	10698000	11778000	10698000	11898000	
235	11247000	10815000	10695000	11895000	10815000	12015000	
236	11340000	10932000	10692000	12012000	10932000	12132000	
237	11361000	10929000	10809000	12009000	10929000	12129000	
238	11430000	11046000	10926000	12126000	10926000	12126000	
239	11475000	11163000	11043000	12123000	10923000	12123000	
240	11520000	11160000	11160000	12120000	10920000	12240000	
241	11565000	11277000	11157000	12237000	10917000	12237000	
242	11610000	11394000	11154000	12234000	11034000	12234000	
243	11655000	11391000	11271000	12231000	11031000	12351000	
244	11748000	11508000	11388000	12348000	11028000	12468000	
245	11793000	11505000	11385000	12345000	11145000	12585000	
246	11838000	11502000	11382000	12462000	11262000	12582000	
247	11859000	11499000	11379000	12579000	11259000	12579000	
248	11904000	11496000	11376000	12576000	11376000	12696000	
249	11925000	11493000	11373000	12573000	11493000	12693000	
250	11946000	11490000	11370000	12570000	11490000	12810000	
251	11967000	11487000	11367000	12567000	11607000	12807000	
252	11988000	11484000	11484000	12564000	11604000	12804000	
253	12009000	11481000	11481000	12561000	11721000	12801000	
254	12030000	11478000	11478000	12678000	11718000	12798000	
255	12075000	11475000	11475000	12795000	11835000	12795000	
256	12144000	11592000	11472000	12792000	11952000	12912000	
257	12189000	11589000	11469000	12789000	12069000	13029000	
258	12282000	11706000	11466000	12906000	12186000	13146000	
259	12351000	11703000	11583000	13023000	12303000	13143000	
260	12420000	11700000	11700000	13140000	12300000	13260000	
261	12441000	11817000	11697000	13137000	12297000	13257000	
262	12510000	11934000	11814000	13254000	12294000	13254000	
263	12579000	12051000	11931000	13251000	12411000	13251000	
264	12648000	12168000	11928000	13368000	12528000	13248000	
265	12741000	12285000	12045000	13365000	12645000	13365000	
266	12858000	12402000	12162000	13482000	12762000	13482000	
267	12903000	12399000	12159000	13479000	12879000	13599000	
268	12948000	12396000	12156000	13596000	12996000	13596000	
269	13017000	12513000	12273000	13713000	12993000	13593000	
270	13062000	12630000	12270000	13710000	12990000	13710000	
271	13059000	12627000	12267000	13707000	12987000	13707000	
272	13128000	12624000	12264000	13824000	13104000	13824000	
273	13173000	12741000	12381000	13821000	13101000	13821000	
274	13242000	12738000	12378000	13938000	13218000	13938000	
275	13263000	12735000	12375000	13935000	13215000	14055000	
276	13308000	12732000	12372000	14052000	13332000	14052000	
277	13401000	12729000	12489000	14169000	13449000	14169000	
278	13494000	12846000	12606000	14286000	13566000	14166000	
279	13563000	12963000	12723000	14283000	13563000	14283000	
280	13608000	12960000	12840000	14280000	13560000	14400000	
281	13629000	12957000	12957000	14277000	13557000	14397000	
282	13674000	13074000	12954000	14394000	13554000	14394000	
283	13743000	13071000	13071000	14511000	13551000	14511000	
284	13764000	13068000	13188000	14508000	13548000	14508000	
285	13857000	13185000	13185000	14625000	13665000	14625000	
286	13926000	13302000	13182000	14742000	13662000	14742000	
287	13947000	13299000	13299000	14739000	13659000	14739000	
288	13968000	13296000	13296000	14736000	13776000	14736000	
289	14013000	13293000	13293000	14733000	13893000	14853000	
290	14034000	13290000	13290000	14730000	13890000	14970000	
291	14079000	13287000	13287000	14847000	14007000	14967000	
292	14148000	13404000	13404000	14844000	14124000	14964000	
293	14241000	13401000	13521000	14961000	14241000	15081000	
294	14286000	13518000	13518000	15078000	14238000	15078000	
295	14355000	13515000	13635000	15075000	14355000	15195000	
296	14424000	13632000	13752000	15072000	14472000	15192000	
297	14493000	13749000	13749000	15069000	14589000	15309000	
298	14586000	13866000	13866000	15186000	14706000	15306000	
299	14607000	13983000	13863000	15183000	14703000	15303000	
300	14628000	13980000	13860000	15300000	14700000	15300000	
301	14673000	13977000	13977000	15297000	14817000	15297000	
302	14694000	13974000	14094000	15294000	14814000	15294000	
303	14715000	13971000	14091000	15291000	14931000	15291000	
304	14736000	13968000	14208000	15288000	14928000	15288000	
305	14805000	14085000	14205000	15285000	15045000	15405000	
306	14874000	14202000	14202000	15282000	15162000	15522000	
307	14943000	14319000	14319000	15399000	15159000	15519000	
308	15036000	14436000	14436000	15516000	15276000	15516000	
309	15105000	14553000	14553000	15513000	15273000	15633000	
310	15198000	14670000	14670000	15630000	15390000	15630000	
311	15219000	14667000	14787000	15627000	15387000	15627000	
312	15264000	14664000	14904000	15624000	15384000	15744000	
313	15309000	14661000	14901000	15621000	15501000	15861000	
314	15306000	14658000	14898000	15618000	15498000	15858000	
315	15351000	14775000	15015000	15615000	15495000	15855000	
316	15420000	14892000	15012000	15732000	15612000	15852000	
317	15465000	14889000	15009000	15849000	15609000	15969000	
318	15558000	15006000	15126000	15846000	15726000	16086000	
319	15603000	15003000	15123000	15843000	15843000	16203000	
320	15672000	15120000	15240000	15840000	15840000	16320000	
321	15741000	15237000	15357000	15837000	15957000	16317000	
322	15810000	15354000	15474000	15834000	15954000	16434000	
323	15831000	15471000	15471000	15831000	15951000	16431000	
324	15876000	15468000	15468000	15828000	16068000	16548000	
325	15921000	15585000	15585000	15825000	16065000	16545000	
326	15966000	15582000	15702000	15822000	16062000	16662000	
327	16035000	15699000	15699000	15939000	16059000	16779000	
328	16104000	15816000	15816000	16056000	16056000	16776000	
329	16197000	15933000	15933000	16173000	16173000	16773000	
330	16242000	15930000	16050000	16170000	16170000	16890000	
331	16263000	16047000	16047000	16167000	16167000	16887000	
332	16332000	16044000	16044000	16284000	16284000	17004000	
333	16377000	16041000	16161000	16281000	16281000	17121000	
334	16446000	16158000	16278000	16278000	16278000	17238000	
335	16491000	16155000	16395000	16275000	16395000	17235000	
336	16488000	16152000	16392000	16272000	16392000	17232000	
337	16509000	16149000	16389000	16269000	16389000	17349000	
338	16578000	16146000	16506000	16266000	16506000	17466000	
339	16647000	16263000	16623000	16383000	16503000	17463000	
340	16764000	16380000	16740000	16500000	16620000	17580000	
341	16809000	16497000	16737000	16497000	16737000	17577000	
342	16854000	16494000	16854000	16494000	16854000	17574000	
343	16899000	16491000	16851000	16491000	16971000	17691000	
344	16968000	16608000	16968000	16488000	17088000	17688000	
345	17037000	16725000	17085000	16605000	17085000	17685000	
346	17082000	16722000	17202000	16722000	17082000	17682000	
347	17151000	16839000	17199000	16839000	17079000	17799000	
348	17244000	16836000	17316000	16956000	17196000	17916000	
349	17289000	16833000	17313000	17073000	17193000	18033000	
350	17310000	16830000	17430000	17070000	17190000	18030000	
351	17331000	16827000	17427000	17067000	17307000	18027000	
352	17376000	16824000	17544000	17184000	17304000	18024000	
353	17445000	16941000	17661000	17301000	17301000	18021000	
354	17514000	17058000	17658000	17418000	17418000	18018000	
355	17559000	17055000	17775000	17415000	17535000	18015000	
356	17580000	17052000	17772000	17412000	17532000	18132000	
357	17649000	17049000	17769000	17529000	17649000	18249000	
358	17694000	17046000	17886000	17526000	17766000	18246000	
359	17763000	17043000	18003000	17643000	17763000	18363000	
360	17808000	17040000	1.8e+07	17760000	17760000	18480000	
361	17877000	17157000	17997000	17757000	17877000	18597000	
362	17922000	17154000	17994000	17874000	17994000	18594000	
363	17943000	17151000	17991000	17871000	17991000	18711000	
364	17964000	17148000	18108000	17868000	17988000	18708000	
365	18009000	17145000	18105000	17985000	17985000	18825000	
366	18054000	17142000	18102000	17982000	18102000	18942000	
367	18099000	17139000	18219000	17979000	18219000	18939000	
368	18120000	17136000	18336000	17976000	18216000	18936000	
369	18213000	17253000	18453000	18093000	18213000	19053000	
370	18234000	17250000	18450000	18210000	18210000	19050000	
371	18303000	17367000	18447000	18327000	18207000	19167000	
372	18372000	17364000	18444000	18444000	18324000	19284000	
373	18417000	17361000	18561000	18441000	18321000	19401000	
374	18462000	17358000	18678000	18438000	18318000	19518000	
375	18531000	17355000	18675000	18555000	18435000	19635000	
376	18600000	17352000	18672000	18672000	18552000	19752000	
377	18669000	17469000	18789000	18669000	18669000	19749000	
378	18738000	17586000	18906000	18666000	18666000	19866000	
379	18759000	17583000	18903000	18783000	18663000	19863000	
380	18828000	17700000	19020000	18780000	18780000	19860000	
381	18873000	17817000	19017000	18777000	18777000	19977000	
382	18942000	17934000	19134000	18894000	18774000	19974000	
383	19011000	18051000	19251000	18891000	18771000	20091000	
384	19080000	18168000	19248000	19008000	18888000	20088000	
385	19149000	18285000	19365000	19005000	19005000	20085000	
386	19218000	18402000	19482000	19002000	19002000	20202000	
387	19263000	18399000	19479000	19119000	18999000	20319000	
388	19332000	18516000	19476000	19236000	18996000	20436000	
389	19425000	18513000	19593000	19353000	19113000	20553000	
390	19494000	18510000	19710000	19470000	19230000	20550000	
391	19563000	18627000	19827000	19467000	19347000	20547000	
392	19608000	18624000	19824000	19584000	19464000	20544000	
393	19605000	18621000	19821000	19581000	19461000	20541000	
394	19674000	18738000	19938000	19578000	19458000	20658000	
395	19719000	18855000	19935000	19695000	19455000	20655000	
396	19764000	18852000	19932000	19692000	19572000	20772000	
397	19833000	18969000	19929000	19809000	19689000	20769000	
398	19878000	18966000	20046000	19806000	19806000	20766000	
399	19899000	18963000	20043000	19803000	19923000	20763000	
400	19968000	18960000	20160000	19800000	20040000	20880000	
401	20013000	18957000	20277000	19917000	20037000	20877000	
402	20082000	19074000	20274000	19914000	20154000	20994000	
403	20079000	19071000	20271000	19911000	20151000	20991000	
404	20148000	19188000	20268000	20028000	20268000	20988000	
405	20217000	19305000	20385000	20025000	20385000	20985000	
406	20262000	19302000	20382000	20142000	20502000	20982000	
407	20307000	19299000	20499000	20139000	20499000	21099000	
408	20352000	19296000	20616000	20256000	20496000	21096000	
409	20349000	19293000	20613000	20253000	20493000	21093000	
410	20394000	19290000	20610000	20250000	20610000	21210000	
411	20415000	19287000	20607000	20247000	20727000	21207000	
412	20412000	19284000	20604000	20244000	20724000	21204000	
413	20505000	19401000	20721000	20241000	20841000	21321000	
414	20526000	19398000	20838000	20238000	20838000	21318000	
415	20571000	19515000	20955000	20235000	20835000	21315000	
416	20592000	19512000	20952000	20232000	20832000	21432000	
417	20613000	19509000	20949000	20229000	20829000	21549000	
418	20658000	19626000	21066000	20226000	20826000	21546000	
419	20703000	19623000	21183000	20223000	20943000	21543000	
420	20796000	19620000	21300000	20340000	21060000	21660000	
421	20865000	19737000	21417000	20337000	21177000	21657000	
422	20886000	19734000	21414000	20454000	21174000	21654000	
423	20907000	19731000	21411000	20451000	21171000	21771000	
424	20952000	19848000	21408000	20448000	21288000	21768000	
425	20997000	19965000	21405000	20445000	21405000	21765000	
426	21114000	20082000	21522000	20562000	21522000	21882000	
427	21159000	20079000	21519000	20559000	21639000	21999000	
428	21204000	20196000	21516000	20676000	21636000	21996000	
429	21249000	20193000	21513000	20673000	21753000	22113000	
430	21318000	20190000	21630000	20670000	21870000	22230000	
431	21339000	20187000	21627000	20667000	21987000	22227000	
432	21336000	20184000	21624000	20664000	21984000	22224000	
433	21429000	20301000	21621000	20781000	22101000	22341000	
434	21498000	20298000	21738000	20898000	22218000	22338000	
435	21543000	20295000	21735000	20895000	22335000	22455000	
436	21612000	20412000	21732000	21012000	22452000	22452000	
437	21657000	20409000	21849000	21009000	22569000	22449000	
438	21678000	20526000	21846000	21006000	22566000	22446000	
439	21771000	20523000	21963000	21123000	22683000	22563000	
440	21792000	20520000	22080000	21120000	22680000	22560000	
441	21837000	20637000	22077000	21117000	22677000	22677000	
442	21882000	20634000	22194000	21114000	22794000	22674000	
443	21975000	20631000	22311000	21231000	22911000	22791000	
444	22020000	20748000	22428000	21228000	22908000	22788000	
445	22065000	20745000	22425000	21225000	23025000	22905000	
446	22110000	20742000	22422000	21342000	23022000	23022000	
447	22179000	20859000	22419000	21459000	23139000	23019000	
448	22248000	20856000	22536000	21576000	23136000	23136000	
449	22341000	20973000	22653000	21693000	23133000	23253000	
450	22410000	21090000	22650000	21690000	23250000	23370000	
451	22479000	21087000	22767000	21807000	23247000	23487000	
452	22524000	21084000	22884000	21924000	23244000	23484000	
453	22569000	21201000	22881000	22041000	23241000	23481000	
454	22614000	21198000	22878000	22158000	23358000	23478000	
455	22659000	21315000	22995000	22155000	23355000	23475000	
456	22728000	21432000	22992000	22152000	23472000	23592000	
457	22797000	21549000	23109000	22269000	23469000	23589000	
458	22842000	21546000	23226000	22266000	23466000	23706000	
459	22911000	21663000	23343000	22263000	23463000	23823000	
460	22908000	21660000	23340000	22260000	23460000	23820000	
461	22953000	21657000	23457000	22377000	23457000	23817000	
462	23022000	21774000	23454000	22494000	23574000	23814000	
463	23043000	21771000	23451000	22611000	23571000	23811000	
464	23064000	21888000	23448000	22608000	23568000	23808000	
465	23133000	21885000	23565000	22725000	23565000	23925000	
466	23178000	21882000	23562000	22842000	23682000	23922000	
467	23247000	21999000	23559000	22839000	23799000	24039000	
468	23292000	22116000	23556000	22836000	23796000	24156000	
469	23313000	22113000	23553000	22953000	23793000	24153000	
470	23406000	22110000	23670000	23070000	23910000	24270000	
471	23427000	22227000	23667000	23067000	23907000	24267000	
472	23472000	22224000	23784000	23064000	23904000	24384000	
473	23565000	22341000	23901000	23181000	23901000	24501000	
474	23634000	22458000	24018000	23298000	23898000	24498000	
475	23679000	22455000	24135000	23415000	23895000	24495000	
476	23700000	22452000	24132000	23412000	24012000	24492000	
477	23769000	22569000	24129000	23529000	24009000	24609000	
478	23862000	22686000	24246000	23646000	24126000	24606000	
479	23907000	22683000	24363000	23643000	24123000	24723000	
480	23976000	22800000	24360000	23760000	24240000	24720000	
481	24021000	22797000	24357000	23877000	24237000	24837000	
482	24090000	22794000	24474000	23994000	24234000	24954000	
483	24159000	22911000	24591000	23991000	24231000	25071000	
484	24228000	23028000	24588000	24108000	24228000	25188000	
485	24249000	23025000	24585000	24105000	24345000	25185000	
486	24294000	23022000	24702000	24222000	24342000	25182000	
487	24363000	23019000	24819000	24339000	24459000	25179000	
488	24408000	23016000	24816000	24456000	24456000	25296000	
489	24429000	23013000	24813000	24453000	24573000	25293000	
490	24498000	23010000	24930000	24450000	24690000	25410000	
491	24543000	23127000	24927000	24447000	24687000	25527000	
492	24612000	23244000	25044000	24444000	24804000	25524000	
493	24657000	23241000	25161000	24561000	24801000	25521000	
494	24702000	23238000	25278000	24558000	24798000	25638000	
495	24723000	23235000	25275000	24555000	24915000	25635000	
496	24816000	23352000	25392000	24552000	25032000	25752000	
497	24861000	23469000	25389000	24549000	25029000	25869000	
498	24906000	23466000	25386000	24546000	25146000	25986000	
499	24927000	23463000	25383000	24543000	25263000	25983000	
500	24996000	23460000	25500000	24660000	25380000	25980000	
501	25041000	23457000	25617000	24657000	25377000	26097000	
502	25110000	23574000	25614000	24654000	25494000	26214000	
503	25131000	23691000	25611000	24651000	25491000	26211000	
504	25200000	23808000	25728000	24768000	25488000	26208000	
505	25245000	23925000	25845000	24765000	25485000	26205000	
506	25314000	24042000	25962000	24762000	25602000	26202000	
507	25335000	24159000	25959000	24759000	25599000	26199000	
508	25356000	24156000	25956000	24756000	25716000	26196000	
509	25401000	24153000	26073000	24873000	25713000	26193000	
510	25446000	24270000	26070000	24990000	25710000	26190000	
511	25467000	24267000	26187000	24987000	25707000	26187000	
512	25488000	24384000	26184000	24984000	25704000	26184000	
513	25509000	24501000	26181000	24981000	25701000	26181000	
514	25554000	24498000	26298000	24978000	25698000	26298000	
515	25623000	24615000	26415000	24975000	25815000	26295000	
516	25692000	24612000	26532000	25092000	25812000	26412000	
517	25761000	24729000	26529000	25209000	25929000	26409000	
518	25758000	24726000	26526000	25206000	25926000	26406000	
519	25779000	24723000	26523000	25323000	25923000	26403000	
520	25800000	24840000	26520000	25320000	25920000	26400000	
521	25893000	24957000	26637000	25317000	26037000	26517000	
522	25962000	24954000	26634000	25434000	26154000	26634000	
523	26007000	24951000	26751000	25551000	26151000	26631000	
