envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
167	7131000	7059000	6699000	7419000	7419000	7059000	
168	7224000	7176000	6816000	7536000	7536000	7056000	
169	7269000	7293000	6813000	7653000	7533000	7053000	
170	7314000	7290000	6810000	7650000	7650000	7170000	
171	7311000	7287000	6807000	7647000	7647000	7167000	
172	7356000	7284000	6924000	7764000	7644000	7164000	
173	7425000	7401000	7041000	7761000	7761000	7161000	
174	7470000	7518000	7038000	7758000	7758000	7278000	
175	7515000	7515000	7035000	7875000	7755000	7395000	
176	7560000	7512000	7032000	7872000	7872000	7512000	
177	7557000	7509000	7029000	7869000	7869000	7509000	
178	7578000	7506000	7026000	7866000	7866000	7626000	
179	7623000	7623000	7023000	7863000	7983000	7623000	
180	7668000	7740000	7140000	7860000	7980000	7620000	
181	7761000	7737000	7257000	7977000	8097000	7737000	
182	7830000	7854000	7254000	8094000	8094000	7854000	
183	7899000	7971000	7371000	8091000	8211000	7851000	
184	7920000	7968000	7368000	8088000	8328000	7848000	
185	7917000	7965000	7365000	8085000	8325000	7845000	
186	7962000	8082000	7362000	8202000	8322000	7842000	
187	8007000	8079000	7479000	8319000	8319000	7839000	
188	8004000	8076000	7476000	8316000	8316000	7836000	
189	8025000	8073000	7473000	8433000	8313000	7833000	
190	8022000	8070000	7470000	8430000	8310000	7830000	
191	8115000	8187000	7587000	8547000	8427000	7827000	
192	8160000	8184000	7584000	8664000	8544000	7824000	
193	8181000	8181000	7581000	8661000	8661000	7821000	
194	8250000	8178000	7578000	8778000	8778000	7938000	
195	8319000	8295000	7575000	8895000	8775000	8055000	
196	8364000	8292000	7572000	9012000	8772000	8172000	
197	8409000	8409000	7569000	9009000	8769000	8289000	
198	8430000	8406000	7566000	9006000	8766000	8406000	
199	8451000	8403000	7563000	9123000	8763000	8403000	
200	8472000	8400000	7560000	9240000	8760000	8400000	
201	8493000	8397000	7677000	9237000	8757000	8397000	
202	8538000	8394000	7794000	9234000	8754000	8514000	
203	8559000	8391000	7791000	9231000	8871000	8511000	
204	8604000	8508000	7908000	9228000	8868000	8508000	
205	8601000	8505000	7905000	9225000	8865000	8505000	
206	8622000	8502000	7902000	9342000	8862000	8502000	
207	8691000	8619000	7899000	9459000	8859000	8619000	
208	8736000	8736000	7896000	9576000	8856000	8616000	
209	8805000	8853000	8013000	9573000	8853000	8733000	
210	8874000	8850000	8130000	9690000	8970000	8730000	
211	8871000	8847000	8127000	9687000	8967000	8727000	
212	8964000	8844000	8244000	9804000	9084000	8844000	
213	8985000	8961000	8241000	9801000	9081000	8841000	
214	9030000	9078000	8238000	9798000	9198000	8838000	
215	9051000	9075000	8235000	9795000	9195000	8955000	
216	9144000	9072000	8352000	9912000	9312000	9072000	
217	9213000	9069000	8469000	10029000	9309000	9189000	
218	9234000	9066000	8466000	10026000	9426000	9186000	
219	9279000	9063000	8583000	10143000	9423000	9183000	
220	9300000	9060000	8700000	10140000	9420000	9180000	
221	9321000	9057000	8697000	10137000	9417000	9297000	
222	9366000	9054000	8694000	10254000	9414000	9414000	
223	9387000	9051000	8811000	10251000	9411000	9411000	
224	9408000	9048000	8808000	10248000	9408000	9528000	
225	9477000	9045000	8805000	10365000	9525000	9645000	
226	9498000	9162000	8802000	10362000	9522000	9642000	
227	9495000	9159000	8799000	10359000	9519000	9639000	
228	9588000	9276000	8916000	10476000	9516000	9756000	
229	9609000	9273000	8913000	10473000	9513000	9873000	
230	9654000	9270000	8910000	10590000	9630000	9870000	
231	9675000	9267000	9027000	10587000	9627000	9867000	
232	9720000	9264000	9024000	10704000	9744000	9864000	
233	9741000	9381000	9021000	10701000	9741000	9861000	
234	9810000	9498000	9138000	10698000	9858000	9858000	
235	9879000	9495000	9255000	10695000	9975000	9975000	
236	9924000	9492000	9252000	10692000	10092000	10092000	
237	9969000	9489000	9249000	10809000	10209000	10089000	
238	10038000	9486000	9366000	10926000	10206000	10206000	
239	10107000	9483000	9363000	11043000	10323000	10323000	
240	10152000	9600000	9360000	11040000	10440000	10320000	
241	10173000	9717000	9357000	11037000	10437000	10317000	
242	10194000	9714000	9354000	11154000	10434000	10314000	
243	10263000	9711000	9471000	11271000	10431000	10431000	
244	10356000	9828000	9468000	11388000	10548000	10548000	
245	10425000	9945000	9465000	11505000	10665000	10545000	
246	10470000	10062000	9462000	11622000	10662000	10542000	
247	10467000	10059000	9459000	11619000	10659000	10539000	
248	10560000	10056000	9576000	11736000	10776000	10656000	
249	10581000	10173000	9573000	11733000	10773000	10653000	
250	10602000	10170000	9690000	11730000	10770000	10650000	
251	10623000	10167000	9687000	11727000	10887000	10647000	
252	10644000	10164000	9684000	11724000	10884000	10764000	
253	10665000	10161000	9681000	11841000	10881000	10761000	
254	10710000	10158000	9678000	11958000	10878000	10878000	
255	10731000	10155000	9675000	11955000	10995000	10875000	
256	10776000	10272000	9672000	11952000	11112000	10872000	
257	10773000	10269000	9669000	11949000	11109000	10869000	
258	10842000	10386000	9786000	12066000	11106000	10866000	
259	10911000	10503000	9903000	12183000	11103000	10863000	
260	11004000	10620000	10020000	12180000	11220000	10980000	
261	11025000	10617000	10137000	12177000	11217000	10977000	
262	11094000	10734000	10134000	12294000	11214000	11094000	
263	11163000	10851000	10131000	12411000	11211000	11211000	
264	11184000	10848000	10128000	12408000	11328000	11208000	
265	11205000	10845000	10125000	12405000	11445000	11205000	
266	11250000	10962000	10122000	12522000	11442000	11202000	
267	11295000	10959000	10239000	12639000	11439000	11199000	
268	11388000	10956000	10356000	12756000	11556000	11316000	
269	11409000	11073000	10353000	12753000	11553000	11313000	
270	11478000	11190000	10350000	12870000	11550000	11430000	
271	11571000	11307000	10467000	12867000	11667000	11547000	
272	11568000	11304000	10464000	12864000	11664000	11544000	
273	11637000	11421000	10581000	12861000	11661000	11661000	
274	11682000	11418000	10578000	12978000	11658000	11778000	
275	11727000	11535000	10575000	12975000	11775000	11775000	
276	11748000	11532000	10572000	12972000	11772000	11892000	
277	11817000	11649000	10689000	13089000	11769000	11889000	
278	11886000	11766000	10686000	13206000	11766000	12006000	
279	11979000	11883000	10683000	13323000	11883000	12123000	
280	12048000	11880000	10800000	13320000	1.2e+07	12240000	
281	12141000	11997000	10917000	13317000	12117000	12357000	
282	12162000	11994000	10914000	13314000	12234000	12354000	
283	12183000	11991000	10911000	13431000	12231000	12351000	
284	12228000	11988000	10908000	13548000	12228000	12468000	
285	12297000	11985000	10905000	13665000	12345000	12585000	
286	12318000	11982000	10902000	13662000	12462000	12582000	
287	12339000	11979000	10899000	13659000	12579000	12579000	
288	12384000	11976000	11016000	13776000	12576000	12576000	
289	12405000	12093000	11013000	13773000	12573000	12573000	
290	12402000	12090000	11010000	13770000	12570000	12570000	
291	12447000	12207000	11127000	13767000	12567000	12567000	
292	12516000	12204000	11244000	13884000	12564000	12684000	
293	12609000	12201000	11361000	14001000	12681000	12801000	
294	12654000	12318000	11478000	13998000	12678000	12798000	
295	12723000	12315000	11595000	13995000	12795000	12915000	
296	12744000	12432000	11592000	13992000	12792000	12912000	
297	12813000	12549000	11589000	13989000	12909000	13029000	
298	12810000	12546000	11586000	13986000	12906000	13026000	
299	12831000	12663000	11583000	13983000	12903000	13023000	
300	12900000	12660000	11700000	14100000	12900000	13140000	
301	12921000	12657000	11697000	14097000	13017000	13137000	
302	12966000	12654000	11814000	14094000	13014000	13254000	
303	13011000	12651000	11931000	14091000	13011000	13371000	
304	13032000	12648000	11928000	14088000	13008000	13488000	
305	13029000	12645000	11925000	14085000	13005000	13485000	
306	13098000	12642000	11922000	14202000	13122000	13602000	
307	13143000	12759000	12039000	14199000	13119000	13599000	
308	13140000	12756000	12036000	14196000	13116000	13596000	
309	13185000	12873000	12033000	14193000	13113000	13713000	
310	13230000	12870000	12030000	14190000	13230000	13830000	
311	13251000	12987000	12027000	14187000	13227000	13827000	
312	13296000	13104000	12024000	14184000	13224000	13944000	
313	13365000	13221000	12141000	14301000	13221000	13941000	
314	13386000	13218000	12138000	14418000	13218000	13938000	
315	13407000	13335000	12135000	14415000	13215000	13935000	
316	13452000	13452000	12132000	14412000	13332000	13932000	
317	13497000	13449000	12249000	14409000	13329000	14049000	
318	13590000	13566000	12366000	14526000	13446000	14046000	
319	13635000	13563000	12483000	14523000	13443000	14163000	
320	13656000	13560000	12600000	14520000	13440000	14160000	
321	13677000	13557000	12597000	14517000	13437000	14277000	
322	13698000	13554000	12594000	14514000	13554000	14274000	
323	13767000	13551000	12711000	14631000	13671000	14271000	
324	13812000	13668000	12828000	14628000	13668000	14268000	
325	13833000	13665000	12945000	14625000	13665000	14265000	
326	13854000	13662000	12942000	14742000	13662000	14262000	
327	13947000	13779000	13059000	14739000	13779000	14379000	
328	14040000	13896000	13176000	14736000	13896000	14496000	
329	14085000	13893000	13293000	14733000	14013000	14493000	
330	14106000	13890000	13290000	14730000	14010000	14610000	
331	14151000	13887000	13287000	14727000	14127000	14727000	
332	14196000	13884000	13404000	14844000	14124000	14724000	
333	14241000	14001000	13401000	14841000	14121000	14841000	
334	14310000	14118000	13398000	14958000	14238000	14838000	
335	14403000	14235000	13515000	15075000	14355000	14835000	
336	14424000	14232000	13632000	15072000	14352000	14832000	
337	14421000	14229000	13629000	15069000	14349000	14829000	
338	14466000	14346000	13626000	15186000	14346000	14826000	
339	14535000	14463000	13623000	15303000	14463000	14823000	
340	14580000	14580000	13740000	15300000	14460000	14820000	
341	14577000	14577000	13737000	15297000	14457000	14817000	
342	14598000	14694000	13734000	15294000	14454000	14814000	
343	14643000	14811000	13851000	15291000	14451000	14811000	
344	14688000	14928000	13848000	15288000	14448000	14928000	
345	14733000	15045000	13845000	15405000	14445000	14925000	
346	14778000	15042000	13962000	15402000	14442000	15042000	
347	14847000	15159000	13959000	15519000	14559000	15039000	
348	14844000	15156000	13956000	15516000	14556000	15036000	
349	14889000	15273000	14073000	15513000	14553000	15033000	
350	14934000	15390000	14070000	15510000	14550000	15150000	
351	14955000	15387000	14067000	15507000	14547000	15267000	
352	14976000	15384000	14184000	15504000	14544000	15264000	
353	14997000	15381000	14181000	15501000	14541000	15381000	
354	15018000	15378000	14298000	15498000	14538000	15378000	
355	15039000	15375000	14415000	15495000	14535000	15375000	
356	15108000	15492000	14412000	15612000	14652000	15372000	
357	15153000	15489000	14409000	15609000	14769000	15489000	
358	15174000	15486000	14406000	15606000	14766000	15606000	
359	15195000	15483000	14523000	15603000	14763000	15603000	
360	15264000	15600000	14640000	15600000	14880000	15600000	
361	15309000	15597000	14637000	15717000	14997000	15597000	
362	15330000	15594000	14754000	15714000	14994000	15594000	
363	15399000	15711000	14751000	15711000	15111000	15711000	
364	15468000	15828000	14868000	15708000	15228000	15708000	
365	15489000	15945000	14865000	15705000	15225000	15705000	
366	15510000	15942000	14862000	15702000	15342000	15702000	
367	15507000	15939000	14859000	15699000	15339000	15699000	
368	15576000	15936000	14856000	15816000	15456000	15816000	
369	15621000	15933000	14973000	15813000	15573000	15813000	
370	15642000	15930000	14970000	15930000	15570000	15810000	
371	15711000	16047000	14967000	16047000	15687000	15807000	
372	15756000	16164000	14964000	16044000	15804000	15804000	
373	15801000	16161000	15081000	16161000	15801000	15801000	
374	15822000	16158000	15198000	16158000	15798000	15798000	
375	15867000	16155000	15315000	16275000	15795000	15795000	
376	15936000	16272000	15432000	16272000	15912000	15792000	
377	16005000	16389000	15429000	16389000	15909000	15909000	
378	16050000	16506000	15426000	16506000	15906000	15906000	
379	16071000	16503000	15423000	16623000	15903000	15903000	
380	16116000	16620000	15540000	16620000	15900000	15900000	
381	16137000	16617000	15537000	16617000	16017000	15897000	
382	16182000	16614000	15654000	16734000	16014000	15894000	
383	16227000	16611000	15771000	16851000	16011000	15891000	
384	16272000	16608000	15768000	16968000	16008000	16008000	
385	16269000	16605000	15765000	16965000	16005000	16005000	
386	16266000	16602000	15762000	16962000	16002000	16002000	
387	16263000	16599000	15759000	16959000	15999000	15999000	
388	16308000	16596000	15756000	17076000	15996000	16116000	
389	16353000	16593000	15873000	17073000	15993000	16233000	
390	16374000	16710000	15870000	17070000	15990000	16230000	
391	16395000	16827000	15867000	17067000	15987000	16227000	
392	16416000	16824000	15984000	17064000	15984000	16224000	
393	16485000	16941000	15981000	17061000	16101000	16341000	
394	16506000	16938000	16098000	17058000	16098000	16338000	
395	16551000	16935000	16215000	17055000	16215000	16335000	
396	16596000	17052000	16212000	17052000	16212000	16452000	
397	16641000	17169000	16209000	17169000	16209000	16449000	
398	16734000	17286000	16326000	17166000	16326000	16566000	
399	16827000	17283000	16443000	17283000	16443000	16683000	
400	16872000	17280000	16440000	17400000	16440000	16800000	
401	16917000	17277000	16557000	17397000	16557000	16797000	
402	16938000	17394000	16554000	17394000	16554000	16794000	
403	16959000	17391000	16551000	17391000	16671000	16791000	
404	17004000	17388000	16548000	17508000	16668000	16908000	
405	17001000	17385000	16545000	17505000	16665000	16905000	
406	17022000	17382000	16542000	17502000	16782000	16902000	
407	17043000	17379000	16539000	17619000	16779000	16899000	
408	17088000	17376000	16656000	17616000	16776000	17016000	
409	17085000	17373000	16653000	17613000	16773000	17013000	
410	17106000	17370000	16770000	17610000	16770000	17010000	
411	17127000	17367000	16767000	17607000	16887000	17007000	
412	17220000	17484000	16764000	17724000	17004000	17124000	
413	17265000	17601000	16881000	17721000	17001000	17121000	
414	17310000	17718000	16998000	17718000	16998000	17118000	
415	17355000	17715000	17115000	17715000	16995000	17235000	
416	17352000	17712000	17112000	17712000	16992000	17232000	
417	17397000	17709000	17109000	17709000	17109000	17349000	
418	17442000	17826000	17106000	17706000	17226000	17346000	
419	17463000	17823000	17223000	17703000	17223000	17343000	
420	17508000	17820000	17220000	17700000	17340000	17460000	
421	17529000	17817000	17217000	17817000	17337000	17457000	
422	17526000	17814000	17214000	17814000	17334000	17454000	
423	17595000	17811000	17331000	17931000	17331000	17571000	
424	17664000	17928000	17448000	17928000	17448000	17568000	
425	17685000	17925000	17445000	17925000	17565000	17565000	
426	17754000	17922000	17562000	18042000	17682000	17562000	
427	17847000	18039000	17679000	18159000	17799000	17559000	
428	17868000	18036000	17676000	18156000	17796000	17676000	
429	17913000	18033000	17793000	18153000	17793000	17793000	
430	17982000	18030000	17910000	18270000	17790000	17910000	
431	18003000	18027000	17907000	18267000	17787000	18027000	
432	1.8e+07	18024000	17904000	18264000	17784000	18024000	
433	17997000	18021000	17901000	18261000	17781000	18021000	
434	18018000	18138000	17898000	18258000	17778000	18018000	
435	18063000	18135000	18015000	18255000	17895000	18015000	
436	18084000	18132000	18132000	18252000	17892000	18012000	
437	18105000	18129000	18129000	18249000	17889000	18129000	
438	18174000	18246000	18246000	18246000	18006000	18126000	
439	18219000	18363000	18363000	18243000	18003000	18123000	
440	18264000	18360000	18360000	18360000	18120000	18120000	
441	18309000	18357000	18357000	18357000	18237000	18237000	
442	18378000	18354000	18474000	18474000	18234000	18354000	
443	18447000	18471000	18471000	18591000	18351000	18351000	
444	18468000	18468000	18468000	18588000	18468000	18348000	
445	18513000	18465000	18585000	18585000	18585000	18345000	
446	18534000	18462000	18582000	18702000	18582000	18342000	
447	18555000	18459000	18579000	18699000	18579000	18459000	
448	18576000	18456000	18576000	18816000	18576000	18456000	
449	18597000	18453000	18573000	18813000	18693000	18453000	
450	18618000	18450000	18690000	18810000	18690000	18450000	
451	18687000	18567000	18807000	18927000	18687000	18447000	
452	18708000	18564000	18924000	18924000	18684000	18444000	
453	18753000	18561000	19041000	19041000	18681000	18441000	
454	18798000	18558000	19158000	19158000	18678000	18438000	
455	18819000	18675000	19155000	19155000	18675000	18435000	
456	18864000	18792000	19152000	19152000	18672000	18552000	
457	18885000	18909000	19149000	19149000	18669000	18549000	
458	18954000	19026000	19146000	19266000	18786000	18546000	
459	18975000	19023000	19143000	19263000	18903000	18543000	
460	19044000	19020000	19260000	19260000	19020000	18660000	
461	19113000	19137000	19377000	19257000	19017000	18777000	
462	19134000	19134000	19494000	19254000	19014000	18774000	
463	19179000	19131000	19491000	19371000	19011000	18891000	
464	19200000	19128000	19488000	19368000	19128000	18888000	
465	19197000	19125000	19485000	19365000	19125000	18885000	
466	19242000	19122000	19482000	19482000	19242000	18882000	
467	19263000	19119000	19479000	19479000	19239000	18999000	
468	19284000	19116000	19476000	19596000	19236000	18996000	
469	19329000	19113000	19473000	19713000	19353000	18993000	
470	19374000	19110000	19470000	19710000	19470000	19110000	
471	19419000	19107000	19467000	19827000	19467000	19227000	
472	19464000	19104000	19464000	19944000	19584000	19224000	
473	19485000	19101000	19461000	19941000	19701000	19221000	
474	19554000	19218000	19578000	19938000	19698000	19338000	
475	19599000	19215000	19695000	19935000	19695000	19455000	
476	19620000	19212000	19692000	20052000	19692000	19452000	
477	19665000	19209000	19809000	20169000	19689000	19449000	
478	19686000	19206000	19806000	20166000	19806000	19446000	
479	19755000	19323000	19803000	20283000	19923000	19443000	
480	19776000	19320000	19800000	20280000	20040000	19440000	
481	19797000	19317000	19917000	20277000	20037000	19437000	
482	19818000	19314000	19914000	20274000	20154000	19434000	
483	19839000	19311000	19911000	20391000	20151000	19431000	
484	19908000	19308000	19908000	20508000	20268000	19548000	
485	19905000	19305000	19905000	20505000	20265000	19545000	
486	19950000	19302000	19902000	20622000	20382000	19542000	
487	19995000	19419000	19899000	20619000	20379000	19659000	
488	20040000	19416000	20016000	20616000	20496000	19656000	
489	20109000	19533000	20013000	20733000	20613000	19653000	
490	20130000	19530000	20010000	20730000	20730000	19650000	
491	20223000	19647000	20007000	20847000	20847000	19767000	
492	20268000	19644000	20124000	20964000	20844000	19764000	
493	20265000	19641000	20121000	20961000	20841000	19761000	
494	20310000	19638000	20118000	21078000	20838000	19878000	
495	20331000	19635000	20115000	21195000	20835000	19875000	
496	20352000	19632000	20112000	21192000	20832000	19992000	
497	20421000	19749000	20229000	21309000	20829000	19989000	
498	20418000	19746000	20226000	21306000	20826000	19986000	
499	20511000	19863000	20223000	21423000	20943000	20103000	
500	20532000	19860000	20220000	21420000	21060000	20100000	
501	20553000	19857000	20337000	21417000	21057000	20097000	
502	20574000	19974000	20334000	21414000	21054000	20094000	
503	20595000	20091000	20331000	21411000	21051000	20091000	
504	20688000	20208000	20448000	21408000	21168000	20208000	
505	20757000	20205000	20565000	21525000	21285000	20205000	
506	20778000	20322000	20562000	21522000	21282000	20202000	
507	20799000	20319000	20559000	21519000	21399000	20199000	
508	20844000	20316000	20676000	21516000	21396000	20316000	
509	20841000	20313000	20673000	21513000	21393000	20313000	
510	20862000	20430000	20670000	21510000	21390000	20310000	
511	20907000	20547000	20667000	21507000	21507000	20307000	
512	20928000	20544000	20664000	21504000	21504000	20424000	
513	20925000	20541000	20661000	21501000	21501000	20421000	
514	20946000	20538000	20658000	21498000	21618000	20418000	
515	20967000	20535000	20775000	21495000	21615000	20415000	
516	21036000	20652000	20772000	21492000	21732000	20532000	
517	21057000	20769000	20769000	21489000	21729000	20529000	
518	21078000	20766000	20766000	21486000	21726000	20646000	
519	21123000	20763000	20883000	21483000	21723000	20763000	
520	21192000	20880000	20880000	21600000	21840000	20760000	
521	21213000	20877000	20877000	21717000	21837000	20757000	
