envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
70	2718000	3270000	2910000	2310000	2430000	2670000	
71	2739000	3387000	2907000	2307000	2427000	2667000	
72	2760000	3384000	2904000	2304000	2424000	2784000	
73	2829000	3501000	2901000	2421000	2421000	2901000	
74	2874000	3498000	3018000	2418000	2538000	2898000	
75	2895000	3495000	3015000	2415000	2535000	3015000	
76	2940000	3492000	3012000	2532000	2652000	3012000	
77	3009000	3489000	3009000	2649000	2769000	3129000	
78	3030000	3486000	3006000	2646000	2886000	3126000	
79	3075000	3483000	3123000	2643000	2883000	3243000	
80	3168000	3600000	3120000	2760000	3e+06	3360000	
81	3261000	3717000	3117000	2877000	3117000	3477000	
82	3306000	3714000	3114000	2994000	3114000	3594000	
83	3351000	3711000	3111000	3111000	3231000	3591000	
84	3420000	3708000	3108000	3228000	3348000	3708000	
85	3465000	3825000	3105000	3225000	3345000	3825000	
86	3510000	3822000	3102000	3222000	3462000	3942000	
87	3603000	3939000	3219000	3339000	3579000	3939000	
88	3624000	3936000	3216000	3456000	3576000	3936000	
89	3717000	4053000	3333000	3453000	3693000	4053000	
90	3762000	4170000	3450000	3450000	3690000	4050000	
91	3855000	4287000	3567000	3447000	3807000	4167000	
92	3876000	4404000	3564000	3444000	3804000	4164000	
93	3897000	4401000	3681000	3441000	3801000	4161000	
94	3942000	4518000	3678000	3558000	3798000	4158000	
95	3987000	4515000	3795000	3555000	3915000	4155000	
96	4008000	4512000	3792000	3672000	3912000	4152000	
97	4053000	4509000	3789000	3789000	3909000	4269000	
98	4146000	4506000	3906000	3906000	4026000	4386000	
99	4239000	4623000	4023000	4023000	4023000	4503000	
100	4260000	4620000	4020000	4140000	4020000	4500000	
101	4353000	4737000	4137000	4257000	4137000	4497000	
102	4374000	4734000	4134000	4254000	4254000	4494000	
103	4491000	4851000	4251000	4371000	4371000	4611000	
104	4536000	4848000	4368000	4368000	4488000	4608000	
105	4581000	4845000	4485000	4485000	4485000	4605000	
106	4626000	4842000	4602000	4602000	4482000	4602000	
107	4719000	4839000	4719000	4719000	4599000	4719000	
108	4788000	4956000	4836000	4716000	4596000	4836000	
109	4833000	4953000	4953000	4713000	4593000	4953000	
110	4878000	5070000	4950000	4710000	4590000	5070000	
111	4971000	5067000	5067000	4827000	4707000	5187000	
112	5064000	5064000	5184000	4944000	4824000	5304000	
113	5085000	5061000	5181000	4941000	4821000	5421000	
114	5178000	5178000	5298000	5058000	4818000	5538000	
115	5223000	5295000	5295000	5055000	4815000	5655000	
116	5268000	5412000	5292000	5172000	4812000	5652000	
117	5337000	5529000	5409000	5289000	4809000	5649000	
118	5382000	5646000	5406000	5286000	4926000	5646000	
119	5403000	5643000	5403000	5283000	5043000	5643000	
120	5472000	5760000	5520000	5400000	5040000	5640000	
121	5541000	5757000	5517000	5517000	5157000	5757000	
122	5586000	5874000	5514000	5634000	5154000	5754000	
123	5631000	5871000	5511000	5751000	5271000	5751000	
124	5700000	5988000	5508000	5868000	5268000	5868000	
125	5817000	6105000	5625000	5985000	5385000	5985000	
126	5886000	6222000	5742000	5982000	5502000	5982000	
127	5907000	6339000	5739000	5979000	5499000	5979000	
128	5976000	6336000	5856000	5976000	5616000	6096000	
129	6069000	6333000	5973000	6093000	5733000	6213000	
130	6114000	6450000	5970000	6210000	5730000	6210000	
131	6135000	6447000	5967000	6207000	5847000	6207000	
132	6180000	6444000	5964000	6324000	5844000	6324000	
133	6273000	6561000	6081000	6441000	5841000	6441000	
134	6366000	6678000	6198000	6558000	5958000	6438000	
135	6459000	6795000	6195000	6675000	6075000	6555000	
136	6504000	6912000	6192000	6672000	6072000	6672000	
137	6525000	7029000	6189000	6669000	6069000	6669000	
138	6594000	7026000	6306000	6786000	6066000	6786000	
139	6639000	7023000	6423000	6783000	6063000	6903000	
140	6708000	7140000	6540000	6900000	6060000	6900000	
141	6753000	7257000	6657000	6897000	6057000	6897000	
142	6822000	7374000	6654000	7014000	6054000	7014000	
143	6891000	7491000	6771000	7011000	6171000	7011000	
144	6960000	7608000	6768000	7128000	6288000	7008000	
145	7029000	7725000	6765000	7245000	6285000	7125000	
146	7074000	7842000	6762000	7242000	6282000	7242000	
147	7119000	7839000	6879000	7239000	6399000	7239000	
148	7188000	7836000	6996000	7356000	6396000	7356000	
149	7281000	7953000	7113000	7353000	6513000	7473000	
150	7350000	7950000	7230000	7350000	6630000	7590000	
151	7395000	7947000	7227000	7467000	6627000	7707000	
152	7464000	8064000	7344000	7464000	6744000	7704000	
153	7557000	8061000	7461000	7581000	6861000	7821000	
154	7578000	8058000	7578000	7578000	6858000	7818000	
155	7623000	8175000	7575000	7575000	6855000	7935000	
156	7692000	8292000	7692000	7572000	6852000	8052000	
157	7761000	8409000	7689000	7569000	6969000	8169000	
158	7806000	8406000	7686000	7686000	6966000	8286000	
159	7899000	8403000	7803000	7803000	7083000	8403000	
160	7944000	8520000	7800000	7800000	7200000	8400000	
161	8013000	8637000	7917000	7797000	7317000	8397000	
162	8058000	8634000	8034000	7794000	7314000	8514000	
163	8127000	8751000	8031000	7911000	7311000	8631000	
164	8172000	8748000	8148000	8028000	7308000	8628000	
165	8265000	8865000	8145000	8145000	7425000	8745000	
166	8310000	8982000	8262000	8142000	7422000	8742000	
167	8331000	9099000	8259000	8139000	7419000	8739000	
168	8424000	9096000	8376000	8256000	7536000	8856000	
169	8445000	9093000	8373000	8253000	7533000	8973000	
170	8490000	9090000	8490000	8370000	7530000	8970000	
171	8511000	9087000	8487000	8367000	7647000	8967000	
172	8556000	9084000	8484000	8484000	7764000	8964000	
173	8577000	9081000	8481000	8481000	7881000	8961000	
174	8598000	9078000	8478000	8478000	7998000	8958000	
175	8619000	9075000	8475000	8475000	7995000	9075000	
176	8688000	9072000	8592000	8472000	8112000	9192000	
177	8757000	9189000	8709000	8589000	8109000	9189000	
178	8826000	9306000	8826000	8586000	8226000	9186000	
179	8871000	9423000	8823000	8583000	8343000	9183000	
180	8940000	9420000	8940000	8580000	8460000	9300000	
181	8985000	9417000	9057000	8577000	8457000	9417000	
182	9030000	9414000	9174000	8574000	8574000	9414000	
183	9075000	9531000	9171000	8691000	8571000	9411000	
184	9168000	9648000	9288000	8688000	8688000	9528000	
185	9213000	9645000	9285000	8805000	8805000	9525000	
186	9282000	9762000	9282000	8922000	8922000	9522000	
187	9303000	9759000	9279000	8919000	9039000	9519000	
188	9348000	9756000	9396000	9036000	9036000	9516000	
189	9393000	9753000	9513000	9033000	9153000	9513000	
190	9486000	9870000	9630000	9150000	9270000	9510000	
191	9531000	9867000	9747000	9267000	9267000	9507000	
192	9576000	9864000	9864000	9264000	9264000	9624000	
193	9621000	9861000	9861000	9381000	9261000	9741000	
194	9666000	9978000	9858000	9378000	9258000	9858000	
195	9735000	10095000	9855000	9495000	9375000	9855000	
196	9780000	10212000	9852000	9492000	9492000	9852000	
197	9825000	10209000	9969000	9609000	9489000	9849000	
198	9870000	10206000	10086000	9726000	9486000	9846000	
199	9939000	10323000	10083000	9843000	9483000	9963000	
200	9984000	10320000	10200000	9960000	9480000	9960000	
201	10077000	10317000	10317000	10077000	9597000	10077000	
202	10122000	10434000	10314000	10194000	9594000	10074000	
203	10215000	10551000	10431000	10311000	9711000	10071000	
204	10332000	10668000	10548000	10428000	9828000	10188000	
205	10425000	10785000	10545000	10545000	9945000	10305000	
206	10518000	10902000	10662000	10662000	9942000	10422000	
207	10611000	10899000	10779000	10779000	10059000	10539000	
208	10656000	10896000	10776000	10776000	10176000	10656000	
209	10773000	11013000	10893000	10893000	10293000	10773000	
210	10818000	11010000	11010000	10890000	10290000	10890000	
211	10863000	11007000	11127000	10887000	10287000	11007000	
212	10884000	11124000	11124000	10884000	10284000	11004000	
213	10977000	11241000	11121000	11001000	10401000	11121000	
214	11022000	11238000	11238000	10998000	10518000	11118000	
215	11043000	11235000	11235000	11115000	10515000	11115000	
216	11088000	11232000	11352000	11112000	10512000	11232000	
217	11109000	11229000	11349000	11229000	10509000	11229000	
218	11130000	11226000	11346000	11226000	10506000	11346000	
219	11151000	11223000	11463000	11223000	10503000	11343000	
220	11220000	11220000	11460000	11340000	10620000	11460000	
221	11241000	11217000	11457000	11337000	10737000	11457000	
222	11310000	11214000	11574000	11454000	10854000	11454000	
223	11355000	11331000	11691000	11451000	10851000	11451000	
224	11424000	11328000	11808000	11448000	10968000	11568000	
225	11469000	11325000	11925000	11445000	11085000	11565000	
226	11490000	11442000	11922000	11442000	11082000	11562000	
227	11487000	11439000	11919000	11439000	11079000	11559000	
228	11532000	11436000	11916000	11556000	11196000	11556000	
229	11601000	11433000	11913000	11673000	11313000	11673000	
230	11670000	11550000	12030000	11670000	11310000	11790000	
231	11691000	11667000	12027000	11667000	11307000	11787000	
232	11712000	11664000	12024000	11664000	11424000	11784000	
233	11781000	11781000	12141000	11661000	11421000	11901000	
234	11850000	11778000	12138000	11778000	11538000	12018000	
235	11847000	11775000	12135000	11775000	11535000	12015000	
236	11916000	11892000	12132000	11772000	11652000	12132000	
237	11961000	11889000	12129000	11769000	11769000	12249000	
238	12030000	11886000	12246000	11766000	11886000	12366000	
239	12075000	11883000	12363000	11763000	12003000	12363000	
240	12120000	11880000	12480000	11760000	12120000	12360000	
241	12141000	11997000	12477000	11757000	12117000	12357000	
242	12234000	12114000	12594000	11874000	12114000	12474000	
243	12279000	12111000	12591000	11871000	12231000	12591000	
244	12324000	12228000	12588000	11988000	12228000	12588000	
245	12369000	12225000	12705000	11985000	12225000	12705000	
246	12390000	12222000	12702000	11982000	12342000	12702000	
247	12459000	12219000	12699000	12099000	12459000	12819000	
248	12528000	12336000	12696000	12096000	12576000	12936000	
249	12573000	12333000	12813000	12093000	12693000	12933000	
250	12594000	12330000	12810000	12090000	12810000	12930000	
251	12639000	12447000	12927000	12087000	12807000	12927000	
252	12660000	12444000	12924000	12084000	12804000	13044000	
253	12729000	12561000	13041000	12081000	12801000	13161000	
254	12750000	12558000	13158000	12078000	12798000	13158000	
255	12843000	12555000	13275000	12195000	12915000	13275000	
256	12912000	12672000	13392000	12192000	12912000	13392000	
257	12933000	12669000	13389000	12189000	12909000	13509000	
258	13002000	12786000	13506000	12306000	12906000	13506000	
259	13047000	12783000	13623000	12423000	12903000	13503000	
260	13068000	12780000	13620000	12420000	12900000	13620000	
261	13113000	12897000	13617000	12537000	12897000	13617000	
262	13134000	12894000	13614000	12534000	13014000	13614000	
263	13155000	12891000	13611000	12531000	13131000	13611000	
264	13248000	13008000	13728000	12648000	13248000	13608000	
265	13317000	13125000	13845000	12645000	13365000	13605000	
266	13338000	13242000	13842000	12642000	13362000	13602000	
267	13431000	13359000	13959000	12639000	13479000	13719000	
268	13476000	13356000	13956000	12636000	13596000	13836000	
269	13473000	13353000	13953000	12633000	13593000	13833000	
270	13494000	13350000	13950000	12630000	13590000	13950000	
271	13563000	13467000	14067000	12627000	13587000	14067000	
272	13656000	13584000	14184000	12744000	13584000	14184000	
273	13749000	13701000	14181000	12861000	13701000	14301000	
274	13770000	13818000	14178000	12858000	13698000	14298000	
275	13815000	13815000	14295000	12855000	13695000	14415000	
276	13836000	13932000	14292000	12852000	13692000	14412000	
277	13857000	13929000	14289000	12849000	13689000	14529000	
278	13926000	13926000	14406000	12846000	13806000	14646000	
279	13971000	14043000	14403000	12843000	13923000	14643000	
280	13992000	14160000	14400000	12840000	13920000	14640000	
281	13989000	14157000	14397000	12837000	13917000	14637000	
282	14034000	14154000	14514000	12834000	13914000	14754000	
283	14079000	14271000	14511000	12831000	14031000	14751000	
284	14172000	14388000	14628000	12948000	14148000	14748000	
285	14217000	14385000	14625000	13065000	14265000	14745000	
286	14238000	14382000	14742000	13062000	14262000	14742000	
287	14307000	14499000	14739000	13179000	14379000	14739000	
288	14328000	14616000	14736000	13176000	14376000	14736000	
289	14445000	14733000	14853000	13293000	14493000	14853000	
290	14538000	14850000	14850000	13410000	14610000	14970000	
291	14583000	14847000	14847000	13407000	14727000	15087000	
292	14652000	14964000	14964000	13404000	14724000	15204000	
293	14649000	14961000	14961000	13401000	14721000	15201000	
294	14694000	14958000	14958000	13518000	14838000	15198000	
295	14739000	14955000	14955000	13635000	14955000	15195000	
296	14760000	14952000	14952000	13632000	14952000	15312000	
297	14781000	15069000	14949000	13629000	14949000	15309000	
298	14850000	15186000	14946000	13626000	15066000	15426000	
299	14847000	15183000	14943000	13623000	15063000	15423000	
300	14892000	15180000	15060000	13620000	15060000	15540000	
301	14937000	15177000	15057000	13737000	15177000	15537000	
302	15006000	15294000	15054000	13854000	15294000	15534000	
303	15027000	15411000	15051000	13851000	15291000	15531000	
304	15072000	15408000	15048000	13968000	15288000	15648000	
305	15141000	15525000	15165000	14085000	15285000	15645000	
306	15186000	15642000	15162000	14202000	15282000	15642000	
307	15207000	15639000	15159000	14199000	15279000	15759000	
308	15228000	15636000	15156000	14196000	15276000	15876000	
309	15321000	15753000	15153000	14313000	15393000	15993000	
310	15342000	15750000	15150000	14430000	15390000	15990000	
311	15363000	15747000	15147000	14547000	15387000	15987000	
312	15432000	15864000	15264000	14544000	15384000	16104000	
313	15525000	15981000	15261000	14661000	15501000	16221000	
314	15570000	15978000	15258000	14778000	15498000	16338000	
315	15615000	15975000	15375000	14895000	15495000	16335000	
316	15684000	16092000	15492000	15012000	15492000	16332000	
317	15753000	16209000	15609000	15009000	15489000	16449000	
318	15774000	16326000	15606000	15006000	15486000	16446000	
319	15819000	16323000	15723000	15003000	15603000	16443000	
320	15840000	16440000	15720000	1.5e+07	15600000	16440000	
321	15861000	16557000	15717000	14997000	15597000	16437000	
322	15858000	16554000	15714000	14994000	15594000	16434000	
323	15879000	16671000	15711000	14991000	15591000	16431000	
324	15948000	16668000	15828000	15108000	15708000	16428000	
325	15993000	16665000	15945000	15105000	15825000	16425000	
326	16014000	16662000	15942000	15222000	15822000	16422000	
327	16107000	16779000	16059000	15339000	15939000	16419000	
328	16152000	16776000	16176000	15456000	15936000	16416000	
329	16197000	16893000	16173000	15453000	16053000	16413000	
330	16290000	17010000	16290000	15450000	16170000	16530000	
331	16383000	17007000	16407000	15567000	16287000	16647000	
332	16452000	17004000	16404000	15684000	16404000	16764000	
333	16473000	17001000	16401000	15681000	16401000	16881000	
334	16542000	17118000	16398000	15798000	16518000	16878000	
335	16587000	17115000	16515000	15795000	16635000	16875000	
336	16632000	17232000	16512000	15912000	16632000	16872000	
337	16677000	17349000	16509000	15909000	16629000	16989000	
338	16698000	17466000	16506000	15906000	16626000	16986000	
339	16743000	17463000	16623000	15903000	16623000	17103000	
340	16764000	17460000	16620000	15900000	16740000	17100000	
341	16833000	17457000	16737000	16017000	16737000	17217000	
342	16878000	17574000	16734000	16014000	16854000	17214000	
343	16899000	17571000	16851000	16011000	16851000	17211000	
344	16896000	17568000	16848000	16008000	16848000	17208000	
345	16941000	17565000	16845000	16125000	16845000	17325000	
346	17034000	17562000	16962000	16242000	16962000	17442000	
347	17103000	17679000	16959000	16359000	16959000	17559000	
348	17172000	17796000	17076000	16356000	17076000	17556000	
349	17217000	17913000	17073000	16473000	17073000	17553000	
350	17214000	17910000	17070000	16470000	17070000	17550000	
351	17259000	18027000	17067000	16587000	17067000	17547000	
352	17304000	18024000	17184000	16584000	17184000	17544000	
353	17301000	18021000	17181000	16581000	17181000	17541000	
354	17346000	18018000	17178000	16698000	17298000	17538000	
355	17415000	18015000	17175000	16815000	17415000	17655000	
356	17508000	18132000	17292000	16932000	17532000	17652000	
357	17577000	18129000	17409000	17049000	17649000	17649000	
358	17622000	18126000	17526000	17046000	17646000	17766000	
359	17691000	18123000	17643000	17163000	17643000	17883000	
360	17760000	18240000	17760000	17280000	17640000	17880000	
361	17877000	18357000	17877000	17397000	17757000	17997000	
362	17946000	18474000	17874000	17514000	17874000	17994000	
363	17967000	18471000	17871000	17631000	17871000	17991000	
364	17964000	18468000	17868000	17628000	17868000	17988000	
365	18009000	18585000	17865000	17625000	17985000	17985000	
366	18054000	18702000	17862000	17742000	17982000	17982000	
367	18099000	18699000	17979000	17739000	18099000	17979000	
368	18144000	18816000	18096000	17736000	18096000	17976000	
369	18213000	18933000	18093000	17853000	18213000	17973000	
370	18306000	19050000	18090000	17970000	18330000	18090000	
371	18375000	19047000	18207000	18087000	18447000	18087000	
372	18420000	19164000	18204000	18204000	18444000	18084000	
373	18465000	19161000	18201000	18321000	18561000	18081000	
374	18486000	19278000	18198000	18318000	18558000	18078000	
375	18555000	19395000	18315000	18435000	18555000	18075000	
376	18648000	19392000	18432000	18552000	18672000	18192000	
377	18669000	19389000	18429000	18549000	18669000	18309000	
378	18738000	19386000	18546000	18546000	18786000	18426000	
379	18783000	19383000	18543000	18663000	18783000	18543000	
380	18828000	19380000	18540000	18660000	18900000	18660000	
381	18897000	19497000	18657000	18657000	18897000	18777000	
382	18918000	19494000	18654000	18654000	19014000	18774000	
383	18963000	19611000	18651000	18771000	19011000	18771000	
384	18984000	19608000	18648000	18768000	19008000	18888000	
385	19053000	19725000	18645000	18885000	19125000	18885000	
386	19122000	19842000	18642000	19002000	19122000	19002000	
387	19119000	19839000	18639000	18999000	19119000	18999000	
388	19188000	19956000	18636000	18996000	19236000	19116000	
389	19185000	19953000	18633000	18993000	19233000	19113000	
390	19206000	19950000	18630000	19110000	19230000	19110000	
391	19227000	19947000	18627000	19107000	19347000	19107000	
392	19296000	20064000	18624000	19224000	19464000	19104000	
393	19341000	20181000	18621000	19221000	19461000	19221000	
394	19362000	20178000	18618000	19218000	19578000	19218000	
395	19431000	20295000	18735000	19335000	19575000	19215000	
396	19452000	20292000	18732000	19332000	19692000	19212000	
397	19497000	20409000	18729000	19329000	19809000	19209000	
398	19542000	20526000	18846000	19326000	19806000	19206000	
399	19587000	20643000	18843000	19443000	19803000	19203000	
400	19608000	20760000	18840000	19440000	19800000	19200000	
401	19629000	20757000	18957000	19437000	19797000	19197000	
402	19650000	20754000	18954000	19434000	19794000	19314000	
403	19719000	20751000	19071000	19431000	19911000	19431000	
404	19764000	20868000	19188000	19428000	19908000	19428000	
405	19785000	20865000	19305000	19425000	19905000	19425000	
406	19854000	20862000	19422000	19542000	20022000	19422000	
407	19899000	20859000	19539000	19659000	20019000	19419000	
408	19944000	20856000	19656000	19656000	20136000	19416000	
409	19989000	20973000	19653000	19653000	20133000	19533000	
410	20034000	20970000	19650000	19770000	20250000	19530000	
411	20079000	21087000	19647000	19767000	20367000	19527000	
412	20124000	21084000	19644000	19884000	20364000	19644000	
413	20169000	21201000	19761000	19881000	20361000	19641000	
414	20166000	21198000	19758000	19878000	20358000	19638000	
415	20235000	21315000	19755000	19875000	20475000	19755000	
416	20304000	21432000	19872000	19872000	20472000	19872000	
417	20349000	21549000	19869000	19869000	20469000	19989000	
418	20394000	21546000	19986000	19986000	20466000	19986000	
419	20391000	21543000	19983000	19983000	20463000	19983000	
420	20460000	21540000	20100000	19980000	20580000	20100000	
421	20529000	21537000	20217000	20097000	20577000	20217000	
422	20574000	21534000	20334000	20094000	20574000	20334000	
423	20619000	21531000	20331000	20091000	20691000	20451000	
424	20640000	21648000	20328000	20088000	20688000	20448000	
425	20661000	21765000	20325000	20085000	20685000	20445000	
426	20682000	21762000	20322000	20202000	20682000	20442000	
427	20751000	21879000	20439000	20199000	20679000	20559000	
428	20796000	21996000	20436000	20316000	20676000	20556000	
429	20841000	22113000	20433000	20433000	20673000	20553000	
430	20862000	22110000	20430000	20550000	20670000	20550000	
431	20907000	22227000	20427000	20547000	20667000	20667000	
432	20952000	22344000	20424000	20664000	20664000	20664000	
433	20997000	22341000	20421000	20661000	20781000	20781000	
434	21018000	22338000	20418000	20658000	20778000	20898000	
435	21087000	22455000	20535000	20775000	20775000	20895000	
436	21108000	22452000	20532000	20892000	20772000	20892000	
437	21201000	22569000	20649000	21009000	20889000	20889000	
438	21246000	22566000	20646000	21006000	21006000	21006000	
439	21291000	22563000	20643000	21123000	21003000	21123000	
440	21336000	22560000	20760000	21240000	2.1e+07	21120000	
441	21357000	22557000	20757000	21357000	20997000	21117000	
442	21378000	22554000	20874000	21354000	20994000	21114000	
443	21447000	22551000	20991000	21351000	21111000	21231000	
444	21540000	22668000	20988000	21468000	21228000	21348000	
445	21585000	22665000	21105000	21465000	21345000	21345000	
446	21654000	22782000	21222000	21582000	21342000	21342000	
447	21699000	22779000	21339000	21579000	21459000	21339000	
448	21768000	22896000	21456000	21576000	21576000	21336000	
449	21813000	22893000	21573000	21693000	21573000	21333000	
450	21906000	23010000	21690000	21810000	21690000	21330000	
451	21951000	23127000	21687000	21807000	21687000	21447000	
452	21972000	23124000	21684000	21804000	21684000	21564000	
453	22017000	23241000	21801000	21801000	21681000	21561000	
454	22086000	23358000	21918000	21798000	21798000	21558000	
455	22155000	23475000	22035000	21795000	21915000	21555000	
456	22224000	23472000	22152000	21912000	21912000	21672000	
457	22293000	23469000	22269000	21909000	22029000	21789000	
458	22314000	23466000	22266000	22026000	22026000	21786000	
459	22335000	23463000	22263000	22023000	22143000	21783000	
460	22380000	23460000	22260000	22140000	22260000	21780000	
461	22449000	23577000	22377000	22137000	22257000	21897000	
462	22470000	23574000	22374000	22254000	22254000	21894000	
463	22515000	23571000	22371000	22251000	22371000	22011000	
464	22560000	23568000	22488000	22248000	22488000	22008000	
465	22581000	23565000	22485000	22365000	22485000	22005000	
466	22578000	23562000	22482000	22362000	22482000	22002000	
467	22647000	23559000	22599000	22359000	22599000	22119000	
468	22692000	23556000	22716000	22476000	22596000	22116000	
469	22785000	23673000	22833000	22593000	22593000	22233000	
470	22806000	23670000	22830000	22710000	22590000	22230000	
471	22875000	23787000	22947000	22827000	22587000	22227000	
472	22944000	23904000	23064000	22824000	22704000	22224000	
473	22989000	24021000	23061000	22821000	22701000	22341000	
474	23010000	24018000	23058000	22938000	22698000	22338000	
475	23103000	24135000	23175000	23055000	22695000	22455000	
476	23172000	24252000	23172000	23052000	22812000	22572000	
477	23241000	24369000	23169000	23169000	22809000	22689000	
478	23238000	24366000	23166000	23166000	22806000	22686000	
479	23283000	24363000	23283000	23163000	22923000	22683000	
480	23328000	24360000	23400000	23160000	23040000	22680000	
481	23373000	24477000	23397000	23277000	23037000	22677000	
482	23442000	24594000	23394000	23394000	23034000	22794000	
483	23511000	24711000	23391000	23511000	23151000	22791000	
484	23508000	24708000	23388000	23508000	23148000	22788000	
485	23577000	24825000	23505000	23625000	23145000	22785000	
486	23574000	24822000	23502000	23622000	23142000	22782000	
487	23595000	24819000	23499000	23739000	23139000	22779000	
488	23616000	24816000	23616000	23736000	23136000	22776000	
489	23709000	24933000	23733000	23733000	23253000	22893000	
490	23826000	25050000	23850000	23850000	23370000	23010000	
491	23871000	25047000	23967000	23967000	23367000	23007000	
492	23892000	25044000	24084000	23964000	23364000	23004000	
493	23937000	25161000	24201000	23961000	23361000	23001000	
494	23982000	25158000	24318000	23958000	23478000	22998000	
495	24027000	25275000	24315000	24075000	23475000	22995000	
496	24096000	25392000	24432000	24192000	23472000	22992000	
497	24141000	25389000	24429000	24189000	23589000	23109000	
498	24162000	25386000	24426000	24186000	23586000	23226000	
499	24159000	25383000	24423000	24183000	23583000	23223000	
500	24228000	25500000	24540000	24300000	23580000	23220000	
501	24273000	25497000	24537000	24417000	23577000	23337000	
502	24318000	25494000	24534000	24414000	23694000	23454000	
503	24315000	25491000	24531000	24411000	23691000	23451000	
504	24360000	25488000	24648000	24528000	23688000	23448000	
505	24405000	25485000	24765000	24645000	23685000	23445000	
506	24450000	25482000	24762000	24642000	23802000	23562000	
507	24471000	25479000	24759000	24639000	23919000	23559000	
508	24516000	25476000	24756000	24636000	24036000	23676000	
509	24537000	25473000	24753000	24753000	24033000	23673000	
510	24582000	25470000	24870000	24750000	24030000	23790000	
511	24651000	25467000	24987000	24867000	24027000	23907000	
512	24720000	25584000	25104000	24864000	24144000	23904000	
513	24765000	25581000	25101000	24861000	24261000	24021000	
514	24834000	25578000	25218000	24858000	24378000	24138000	
515	24879000	25695000	25215000	24855000	24495000	24135000	
516	24996000	25812000	25332000	24972000	24612000	24252000	
517	25041000	25809000	25449000	25089000	24609000	24249000	
518	25110000	25926000	25446000	25206000	24726000	24246000	
519	25155000	25923000	25443000	25203000	24843000	24363000	
520	25176000	26040000	25440000	25200000	24840000	24360000	
521	25197000	26037000	25437000	25317000	24837000	24357000	
