fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20230908 015039	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	510	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.184674277803859	0.629835871490831	151	36119	12295	69111581.7091454	21
20230908 015502	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	594	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.17513148766957	0.61356279391326	293	2861	12366	65339121.4392804	22
20230908 015849	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1240	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.186731660359141	0.718801357061487	104	47944	13006	68213604.1979011	23
20230908 020115	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	45	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.170572427316105	0.391200230847451	1022	36863	12745	63428988.005997	24
20230908 020230	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	39	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.19714865471008	0.66644636479892	386	32696	13151	63447509.7451274	25
20230908 020710	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	460	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.168062072931265	0.373978777626545	978	19129	12865	68445359.82009	26
20230908 020934	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	33	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.16722377758423	0.367029483373886	973	19039	14539	62652985.0074963	27
20230908 021229	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	79	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0806703803487493	0.563684224422218	116	37300	11593	62864898.0509745	28
20230908 021525	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	654	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.180562076962727	0.747054990434267	173	25221	12040	68259250.3748126	29
20230908 022134	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1912	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.17978007198007	0.774478288911162	144	25080	11254	66955481.2593703	30
20230908 022646	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1559	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.179437717506436	0.77615591610276	155	25746	11032	66739442.2788606	31
20230908 023147	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1468	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.179534305395468	0.764295007285319	141	25564	10876	67103094.4527736	32
20230908 023431	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	526	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.161075447091423	0.763214051726911	558	18530	13061	68915530.7346327	33
20230908 024358	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1194	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.158424993169549	0.546262440707899	747	20925	11873	68105317.8410795	34
20230908 025656	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1760	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.158962878982178	0.555541877158446	797	20471	11321	67659728.6356822	35
20230908 030605	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1269	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.15655143656753	0.406283764440834	970	18884	12010	67220554.7226387	36
20230908 030833	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	393	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.184991975446145	0.614936358185195	211	15693	12253	68976532.2338831	37
20230908 031124	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	436	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.184998142652496	0.606771184748879	220	12349	11082	67147463.2683658	38
20230908 031912	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	920	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.160793038557538	0.526994793084931	579	21719	11624	68391088.4557721	39
20230908 032203	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	583	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.160980389152153	0.644625201473522	578	22349	12437	68567980.5097451	40
20230908 032444	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	532	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.161106475181852	0.664371237273666	574	21693	11848	67276629.6851574	41
20230908 032555	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	31	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.184764580887867	0.795564690600619	172	32662	12833	61669995.5022489	42
20230908 032854	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	606	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.191355497679011	0.607883367542164	591	21431	12909	66262205.3973013	43
20230908 033211	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	351	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.176243257421764	0.605452568566401	510	17504	11434	68282527.7361319	44
20230908 033535	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	726	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.187295558180581	0.654793707603061	408	16849	11907	67662988.005997	45
20230908 034006	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	992	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.171848148730986	0.602419007232369	512	17376	12526	67646527.7361319	46
20230908 034409	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	952	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.176311862945128	0.612664871678315	511	17290	11834	67113232.3838081	47
20230908 034841	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	843	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.174063354726996	0.595089896841829	520	17507	11404	66669739.1304348	48
20230908 035217	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	683	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.184451522530539	0.597928934922544	668	22198	12365	68750277.3613193	49
20230908 035905	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	843	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.189142810607831	0.569811459410455	674	22395	10657	67492688.155922	50
20230908 040810	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2336	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.188891211673278	0.597394554366247	681	22385	11215	66555839.5802099	51
20230908 041117	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	706	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.171406918815168	0.642910817786764	654	21975	11556	67848041.9790105	52
20230908 041930	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1137	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.154325566950364	0.57457995390873	479	15679	12777	67515776.6116942	53
20230908 042822	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1273	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.154628770160145	0.572756956872456	676	22838	14113	67266817.0914543	54
20230908 043140	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	676	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.153872857106583	0.647667588614698	351	15775	12368	68195490.2548726	55
20230908 043909	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1039	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.152213441002995	0.576527245682136	245	15795	11052	67377733.1334333	56
20230908 044228	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	677	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.1618570887656	0.736221433374993	643	15597	13091	68702532.2338831	57
20230908 044535	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	627	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.160652859892969	0.835000784912465	679	15361	12682	68497268.3658171	58
20230908 044756	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	359	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.160304957836372	0.86354766539898	708	15237	11506	68218731.6341829	59
20230908 045017	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	359	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.160304957836372	0.86354766539898	708	15237	11506	68218731.6341829	60
20230908 045403	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	554	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0604536996354744	0.733560729600604	612	6863	11031	70027179.910045	61
20230908 045950	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1206	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0890923388873732	0.74762418370508	558	6361	10664	67869289.3553223	62
20230908 050736	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1752	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0694010277514406	0.824108580313469	444	6104	11762	68480116.9415292	63
20230908 051211	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	856	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.110034959241923	0.851223586160088	642	6636	10165	68116094.4527736	64
20230908 052009	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1830	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0659913176491506	0.825445046432896	170	6430	11556	67607382.3088456	65
20230908 052752	1453	293487	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	866	1	1	1	FALSE	1	0.1	50	0.5	TRUE	123457	0.0680740893087213	0.406064769505743	641	5735	12654	69194161.9190405	66
